DATETIME,DATETIME_UT,H_VALUE,SPLINE,BASELINE,LDi,LCi
2004-11-08 00:00:00,2004-11-07 23:51:00,20939.466140520395,0.0,21031.582488869466,-92.1163483490709,-5.324332028256954
2004-11-08 00:01:00,2004-11-07 23:52:00,20931.253475126614,-1.5163382905672413e-05,21031.582438656456,-100.32894836645953,-11.100868006520294
2004-11-08 00:02:00,2004-11-07 23:53:00,20917.264243681584,-6.0399751153770114e-05,21031.582388443447,-114.31808436211149,-11.153337689762807
2004-11-08 00:03:00,2004-11-07 23:54:00,20908.946579156018,-0.000135328434043756,21031.582338230437,-122.63562374598514,-7.407027402791975
2004-11-08 00:04:00,2004-11-07 23:55:00,20902.44990928097,-0.0002395687608750929,21031.582288017427,-129.13213916769544,-7.887351016552039
2004-11-08 00:05:00,2004-11-07 23:56:00,20893.171539285267,-0.0003727400609472437,21031.582237804418,-138.41032577908922,-9.590579085306913
2004-11-08 00:06:00,2004-11-07 23:57:00,20883.268355791435,-0.0005344616635596713,21031.582187591408,-148.31329733830927,-8.703666297710328
2004-11-08 00:07:00,2004-11-07 23:58:00,20875.76375465099,-0.0007243528980118385,21031.5821373784,-155.81765837450988,-6.087034418701265
2004-11-08 00:08:00,2004-11-07 23:59:00,20871.09377895658,-0.0009420330936032083,21031.582087165385,-160.4873661757118,-4.1743834042306815
2004-11-08 00:09:00,2004-11-08 00:00:00,20867.414424647824,-0.0011871215796332437,21031.582036952375,-164.16642518297124,-3.3045299339070766
2004-11-08 00:10:00,2004-11-08 00:01:00,20864.484101458154,-0.001459237685401407,21031.581986739366,-167.09642604352595,-2.7523553918803714
2004-11-08 00:11:00,2004-11-08 00:02:00,20861.90904255888,-0.0017580007402071614,21031.581936526352,-169.67113596673198,-1.968374607433418
2004-11-08 00:12:00,2004-11-08 00:03:00,20860.546628024877,-0.00208303007334997,21031.581886313343,-171.0331752583928,-0.8926739033627626
2004-11-08 00:13:00,2004-11-08 00:04:00,20860.122918381858,-0.0024339450141292952,21031.58183610033,-171.4564837734575,0.44429824413519725
2004-11-08 00:14:00,2004-11-08 00:05:00,20861.434396752302,-0.0028103648918446004,21031.581785887316,-170.1445787701224,1.5632094805349936
2004-11-08 00:15:00,2004-11-08 00:06:00,20863.248458952887,-0.0032119090357953482,21031.58173567431,-168.33006481238752,0.278387623963539
2004-11-08 00:16:00,2004-11-08 00:07:00,20861.990243742326,-0.0036381967752810015,21031.581685461297,-169.58780352219532,-0.9759668062689286
2004-11-08 00:17:00,2004-11-08 00:08:00,20861.295547975922,-0.004088847439601024,21031.581635248287,-170.28199842492538,-0.22095554271152196
2004-11-08 00:18:00,2004-11-08 00:09:00,20861.547306947297,-0.0045634803580548765,21031.581585035274,-170.02971460761836,0.5348234321249805
2004-11-08 00:19:00,2004-11-08 00:10:00,20862.364121546725,-0.005061714859942023,21031.58153482226,-169.21235156067542,-0.038919231197766635
2004-11-08 00:20:00,2004-11-08 00:11:00,20861.468348368962,-0.005583170274561927,21031.58148460925,-170.1075530700139,-0.32586500854669964
2004-11-08 00:21:00,2004-11-08 00:12:00,20861.711225352537,-0.006127465931214051,21031.581434396237,-169.86408157776881,0.41362074174990937
2004-11-08 00:22:00,2004-11-08 00:13:00,20862.294378375547,-0.006694221159197857,21031.58138418322,-169.28031158651407,1.2796195243729613
