DATETIME,DATETIME_UT,H_VALUE,SPLINE,BASELINE,LDi,LCi
2004-11-05 00:00:00,2004-11-05 07:23:00,24809.87768329381,0.0,24807.43550893647,2.4421743573366257,-0.1746279871111697
2004-11-05 00:01:00,2004-11-05 07:24:00,24809.76119594866,-0.0001961624907081,24807.43540754737,2.325984563779882,-0.0577516000023177
2004-11-05 00:02:00,2004-11-05 07:25:00,24809.76119594866,-0.0007813669086013,24807.43530615824,2.3266711573319903,-0.0172686537987978
2004-11-05 00:03:00,2004-11-05 07:26:00,24809.724901336573,-0.0017506886723227,24807.435204769063,2.2914472561822863,-0.0168869987054489
2004-11-05 00:04:00,2004-11-05 07:27:00,24809.724901336573,-0.0030992032005157,24807.43510337985,2.2928971599210923,-0.0566061872581542
2004-11-05 00:05:00,2004-11-05 07:28:00,24809.60841488636,-0.0048219859118234,24807.435001990605,2.178234881665978,0.0020088437791883
2004-11-05 00:06:00,2004-11-05 07:29:00,24809.724901336573,-0.006914112224889,24807.43490060132,2.296914847479469,0.0606189502351741
2004-11-05 00:07:00,2004-11-05 07:30:00,24809.724901336573,-0.0093706575583558,24807.434799211995,2.299472782136326,-0.0645787449573338
2004-11-05 00:08:00,2004-11-05 07:31:00,24809.590268482872,-0.0121866973308671,24807.43469782264,2.1677573575648013,-0.0732947196148878
2004-11-05 00:09:00,2004-11-05 07:32:00,24809.572122469184,-0.015357306961066,24807.43459643324,2.1528833429065504,-0.0146989971044571
2004-11-05 00:10:00,2004-11-05 07:33:00,24809.55397684529,-0.0188775618675957,24807.434495043806,2.138359363355887,-0.0143514242857287
2004-11-05 00:11:00,2004-11-05 07:34:00,24809.5358316112,-0.0227425374690996,24807.434393654334,2.124180494335093,-0.0140087760428999
2004-11-05 00:12:00,2004-11-05 07:35:00,24809.51768676691,-0.0269473091842207,24807.434292264825,2.110341811270087,0.0044735970065497
2004-11-05 00:13:00,2004-11-05 07:36:00,24809.5358316112,-0.0314869524316025,24807.434190875283,2.133127688348192,0.0048060062863306
2004-11-05 00:14:00,2004-11-05 07:37:00,24809.51768676691,-0.0363565426298879,24807.434089485698,2.1199538238427484,0.0543034992650255
2004-11-05 00:15:00,2004-11-05 07:38:00,24809.63417162776,-0.0415511551977205,24807.43398809608,2.2417346868782437,0.0236010902937717
2004-11-05 00:16:00,2004-11-05 07:39:00,24809.55397684529,-0.0470658655537432,24807.433886706414,2.167156004430292,0.0057736866357136
2004-11-05 00:17:00,2004-11-05 07:40:00,24809.63417162776,-0.0528957491165994,24807.433785316727,2.2532820601496706,0.1044263488616226
2004-11-05 00:18:00,2004-11-05 07:41:00,24809.750656747845,-0.0590358813049323,24807.433683927,2.376008702153537,0.162976721817839
2004-11-05 00:19:00,2004-11-05 07:42:00,24809.94733670348,-0.0654813375373851,24807.43358253723,2.5792355037853487,0.1943046266469956
2004-11-05 00:20:00,2004-11-05 07:43:00,24810.12587190964,-0.072227193232601,24807.433481147425,2.7646179554475285,0.0561649818265321
2004-11-05 00:21:00,2004-11-05 07:44:00,24810.045676701204,-0.0792685238092234,24807.43337975757,2.691565467438413,-0.0328096086262212
2004-11-05 00:22:00,2004-11-05 07:45:00,24810.045676701204,-0.0866004046858953,24807.43327836769,2.698998738195086,0.1550861200292426
2004-11-05 00:23:00,2004-11-05 07:46:00,24810.340696774,-0.09421791128126,24807.433176977785,3.0017377074968983,0.1954670154977789
2004-11-05 00:24:00,2004-11-05 07:47:00,24810.420892238,-0.1021161190139609,24807.433075587825,3.089932769190644,0.1284315023310032
2004-11-05 00:25:00,2004-11-05 07:48:00,24810.58128480669,-0.1102901033026409,24807.432974197836,3.2586007121589047,0.1960191574111502
2004-11-05 00:26:00,2004-11-05 07:49:00,24810.796108952247,-0.1187349395659435,24807.4328728078,3.4819710840129443,0.116091262789892
2004-11-05 00:27:00,2004-11-05 07:50:00,24810.796108952247,-0.1274457032225118,24807.43277141773,3.4907832377386887,0.0581127856371435
2004-11-05 00:28:00,2004-11-05 07:51:00,24810.89444921323,-0.1364174696909892,24807.432670027632,3.5981966552872318,0.0984697754537025
2004-11-05 00:29:00,2004-11-05 07:52:00,24810.974646111747,-0.1456453143900186,24807.43256863749,3.6877227886460937,0.0404817679652464
