DATETIME,H_VALUE,SPLINE,NULL_VALUES,BASELINE,LDi,LCi
2004-11-11 00:00:00,24736.66953835944,0.0,0,24806.557428130727,-69.8878897712857,0.6576024269781158
2004-11-11 00:01:00,24737.139501971524,-0.00019616249070813192,0,24806.5573261801,-69.41762804608564,0.28292102342200565
2004-11-11 00:02:00,24737.23439513803,-0.0007813669086013111,0,24806.557224229382,-69.32204772444169,0.02844815487895147
2004-11-11 00:03:00,24737.194639853566,-0.0017506886723227652,0,24806.557122278566,-69.36073173632774,0.18547623002189084
2004-11-11 00:04:00,24737.602825860067,-0.003099203200515722,0,24806.557020327666,-68.9510952643979,0.45366159974727793
2004-11-11 00:05:00,24738.098687853926,-0.0048219859118234076,0,24806.55691837667,-68.45340853683318,0.46317958855033936
2004-11-11 00:06:00,24738.525166226056,-0.006914112224889053,0,24806.55681642558,-68.02473608729723,0.4379569637723293
2004-11-11 00:07:00,24738.969849207548,-0.009370657558355883,0,24806.556714474395,-67.57749460928852,0.3400198191832047
2004-11-11 00:08:00,24739.199729376855,-0.012186697330867125,0,24806.556612523116,-67.34469644893082,0.42589567165564546
2004-11-11 00:09:00,24739.815449998812,-0.01535730696106601,0,24806.55651057175,-66.72570326597723,0.7084330212974308
2004-11-11 00:10:00,24740.609700652083,-0.01887756186759576,0,24806.556408620287,-65.92783040633596,0.9947307398730985
2004-11-11 00:11:00,24741.797322345035,-0.022742537469099607,0,24806.556306668735,-64.73624178623103,1.1516751640155434
2004-11-11 00:12:00,24742.9047773296,-0.026947309184220777,0,24806.55620471709,-63.62448007830487,1.130085715837307
2004-11-11 00:13:00,24744.048545458358,-0.0314869524316025,0,24806.556102765346,-62.47607035455642,1.1848752670184552
2004-11-11 00:14:00,24745.264914726617,-0.036356542629887995,0,24806.556000813514,-61.25472954426796,1.2487280802223033
2004-11-11 00:15:00,24746.535733512275,-0.0415511551977205,0,24806.555898861585,-59.97861419411181,1.1779381118978485
2004-11-11 00:16:00,24747.609877723546,-0.047065865553743244,0,24806.55579690957,-58.89885332047226,1.298538986026962
2004-11-11 00:17:00,24749.121262986286,-0.05289574911659944,0,24806.55569495746,-57.38153622205789,1.3790397489515698
2004-11-11 00:18:00,24750.355783301377,-0.059035881304932335,0,24806.55559300525,-56.14077382256912,1.0934071142251263
2004-11-11 00:19:00,24751.29528772181,-0.06548133753738512,0,24806.555491052954,-55.19472199360764,0.9590679781331772
