DATETIME,DATETIME_UT,H_VALUE,SPLINE,BASELINE,LDi,LCi
2004-11-19 00:00:00,2004-11-19 10:32:00,27555.080702658084,0.0,27565.89774841929,-10.817045761210466,-0.0354100457352544
2004-11-19 00:01:00,2004-11-19 10:33:00,27555.062966358837,-1.4526786446759184e-05,27565.89768598805,-10.834705102429677,9.136329683201438e-05
2004-11-19 00:02:00,2004-11-19 10:34:00,27555.080702658084,-5.786401965308031e-05,27565.89762355672,-10.816863034616802,0.0089881411044414
2004-11-19 00:03:00,2004-11-19 10:35:00,27555.080702658084,-0.0001296470104194,27565.897561125315,-10.816728820220794,0.0001482549720241
2004-11-19 00:04:00,2004-11-19 10:36:00,27555.080702658084,-0.0002295110695464,27565.897498693823,-10.816566524672751,0.0001761537812772
2004-11-19 00:05:00,2004-11-19 10:37:00,27555.080702658084,-0.0003570915078345,27565.89743626225,-10.81637651265824,0.0002036878976925
2004-11-19 00:06:00,2004-11-19 10:38:00,27555.080702658084,-0.0005120236360842,27565.8973738306,-10.816159148877368,0.0090991826956221
2004-11-19 00:07:00,2004-11-19 10:39:00,27555.098439308837,-0.000693942765096,27565.897311398865,-10.798178147266997,0.0091259874318208
2004-11-19 00:08:00,2004-11-19 10:40:00,27555.098439308837,-0.0009024842056704,27565.89724896705,-10.797907174013726,-0.0400545898307083
2004-11-19 00:09:00,2004-11-19 10:41:00,27555.01776192496,-0.001137283268608,27565.89718653516,-10.878287326928412,-0.040028514471091
2004-11-19 00:10:00,2004-11-19 10:42:00,27555.01776192496,-0.0013979752647092,27565.89712410318,-10.877964202955908,0.0003358881326844
2004-11-19 00:11:00,2004-11-19 10:43:00,27555.01776192496,-0.0016841955047747,27565.897061671127,-10.877615550663045,0.000361234115723
2004-11-19 00:12:00,2004-11-19 10:44:00,27555.01776192496,-0.0019955792996047,27565.896999238983,-10.877241734724462,0.0003862154059239
2004-11-19 00:13:00,2004-11-19 10:45:00,27555.01776192496,-0.00233176196,27565.89693680677,-10.876843119851197,0.0407495239439192
2004-11-19 00:14:00,2004-11-19 10:46:00,27555.098439308837,-0.002692378796761,27565.896874374463,-10.795742686836624,0.0407737758593587
2004-11-19 00:15:00,2004-11-19 10:47:00,27555.098439308837,-0.0030770651206882,27565.89681194209,-10.795295568132476,-0.0487482535875605
2004-11-19 00:16:00,2004-11-19 10:48:00,27555.00002485937,-0.0034854562425822,27565.896749509626,-10.893239194011745,-0.0575930881007531
2004-11-19 00:17:00,2004-11-19 10:49:00,27554.982288145275,-0.0039171874732433,27565.89668707708,-10.910481744333984,0.0408445508807471
2004-11-19 00:18:00,2004-11-19 10:50:00,27555.080702658084,-0.0043718941234722,27565.896624644454,-10.81155009225025,0.0408675514605691
2004-11-19 00:19:00,2004-11-19 10:51:00,27555.062966358837,-0.0048492115040694,27565.89656221175,-10.828746641412843,-0.0083172764783974
2004-11-19 00:20:00,2004-11-19 10:52:00,27555.062966358837,-0.0053487749258354,27565.896499778966,-10.828184645207044,0.0094410865508542
2004-11-19 00:21:00,2004-11-19 10:53:00,27555.080702658084,-0.0058702196995706,27565.89643734609,-10.809864468311137,0.0094627856400784
2004-11-19 00:22:00,2004-11-19 10:54:00,27555.080702658084,-0.0064131811360757,27565.896374913147,-10.809259073926889,0.0006159704110517
2004-11-19 00:23:00,2004-11-19 10:55:00,27555.080702658084,-0.006977294546151,27565.89631248012,-10.808632527489031,-0.0082312095035375
2004-11-19 00:24:00,2004-11-19 10:56:00,27555.062966358837,-0.0075621952405972,27565.896250047008,-10.825721492933964,-0.0662858981131035
2004-11-19 00:25:00,2004-11-19 10:57:00,27554.94681577157,-0.0081675185302147,27565.896187613816,-10.94120432371524,-0.0573975081552626
2004-11-19 00:26:00,2004-11-19 10:58:00,27554.94681577157,-0.0087928997258041,27565.89612518054,-10.940516509244487,0.0006976611173357
2004-11-19 00:27:00,2004-11-19 10:59:00,27554.94681577157,-0.0094379741381658,27565.89606274719,-10.939809001480567,0.0007171720713623
2004-11-19 00:28:00,2004-11-19 11:00:00,27554.94681577157,-0.0101023770781004,27565.89600031375,-10.939082165101764,-0.0081315114690498
2004-11-19 00:29:00,2004-11-19 11:01:00,27554.929080111964,-0.0107857438564083,27565.89593788024,-10.956072024418669,-0.0573200756087519
2004-11-19 00:30:00,2004-11-19 11:02:00,27554.830665420537,-0.0114877097838902,27565.89587544664,-11.053722316319268,-0.0080941372580554
2004-11-19 00:31:00,2004-11-19 11:03:00,27554.91134480385,-0.0122079101713464,27565.89581301296,-10.97226029893478,0.0411312606490472
2004-11-19 00:32:00,2004-11-19 11:04:00,27554.91134480385,-0.0129459803295776,27565.8957505792,-10.971459795021174,0.0500166395917931
2004-11-19 00:33:00,2004-11-19 11:05:00,27555.00975957004,-0.0137015555693842,27565.89568814536,-10.872227019751191,0.0903739362458395
2004-11-19 00:34:00,2004-11-19 11:06:00,27555.090439517706,-0.0144742712015668,27565.89562571144,-10.790711922529496,0.0500509262464241
2004-11-19 00:35:00,2004-11-19 11:07:00,27555.10817434764,-0.0152637625369258,27565.895563277438,-10.772125167258343,0.1081423405736146
2004-11-19 00:36:00,2004-11-19 11:08:00,27555.305003937083,-0.0160696648862617,27565.89550084335,-10.574427241382264,0.1396312403215098
2004-11-19 00:37:00,2004-11-19 11:09:00,27555.385684109013,-0.0168916135603752,27565.89543840919,-10.492862686615323,0.0412323096633855
2004-11-19 00:38:00,2004-11-19 11:10:00,27555.385684109013,-0.0177292438700666,27565.89537597494,-10.491962622055494,0.0009077230712186
2004-11-19 00:39:00,2004-11-19 11:11:00,27555.385684109013,-0.0185821911261365,27565.89531354061,-10.491047240472888,0.0009228577530331
