DATETIME,DATETIME_UT,H_VALUE,SPLINE,BASELINE,LDi,LCi
2024-05-22 00:00:00,2024-05-21 23:51:00,21293.88904425868,0.0,21294.667535794288,-0.7784915356060083,-0.20807842730705917
2024-05-22 00:01:00,2024-05-21 23:52:00,21293.61422944682,-2.067100387957215e-05,21294.667519626713,-1.053269508890368,-0.3414775192616605
2024-05-22 00:02:00,2024-05-21 23:53:00,21293.205974547374,-8.233805729345676e-05,21294.66750345956,-1.4614465741293292,0.08450279391403437
2024-05-22 00:03:00,2024-05-21 23:54:00,21293.783038889545,-0.0001844822229057764,21294.66748729283,-0.8842639210622993,0.20621982163060537
2024-05-22 00:04:00,2024-05-21 23:55:00,21293.61813761109,-0.0003265845633806537,21294.667471126522,-1.0490069308681185,-0.11448046963249736
2024-05-22 00:05:00,2024-05-21 23:56:00,21293.55372197417,-0.0005081261413822112,21294.66745496064,-1.113224860327294,-0.01582745358678428
2024-05-22 00:06:00,2024-05-21 23:57:00,21293.586048369118,-0.0007285880195745714,21294.66743879518,-1.080661838041687,0.040066466098364395
2024-05-22 00:07:00,2024-05-21 23:58:00,21293.633343250745,-0.000987451260621857,21294.667422630137,-1.0330919281305653,0.0502472240925349
2024-05-22 00:08:00,2024-05-21 23:59:00,21293.685954878736,-0.0012841969271881906,21294.66740646552,-0.9801673898566172,0.21804371035044612
2024-05-22 00:09:00,2024-05-22 00:00:00,21294.068767487814,-0.0016183060819376948,21294.667390301325,-0.597004507429673,0.1657621330510955
2024-05-22 00:10:00,2024-05-22 00:01:00,21294.01674175401,-0.001989259787534492,21294.667374137553,-0.6486431237544262,0.06128395633631156
2024-05-22 00:11:00,2024-05-22 00:02:00,21294.19052484034,-0.0023965391066427047,21294.667357974202,-0.4744365947570499,0.01867838731369892
2024-05-22 00:12:00,2024-05-22 00:03:00,21294.053215837048,-0.0028396251019264557,21294.667341811277,-0.6112863491270284,-0.15696955792054246
2024-05-22 00:13:00,2024-05-22 00:04:00,21293.87563193934,-0.0033179988360498677,21294.667325648774,-0.7883757105981348,-0.22234500784737976
2024-05-22 00:14:00,2024-05-22 00:05:00,21293.607501980496,-0.003831141371677063,21294.66730948669,-1.055976364821788,-0.19834452437082317
2024-05-22 00:15:00,2024-05-22 00:06:00,21293.47785003192,-0.0043785337714721635,21294.66729332503,-1.1850647593397812,-0.24726526052503273
2024-05-22 00:16:00,2024-05-22 00:07:00,21293.111810620823,-0.0049596570980992944,21294.667277163793,-1.5505068858718534,-0.14859078205962328
2024-05-22 00:17:00,2024-05-22 00:08:00,21293.179440687105,-0.005573992414222576,21294.66726100298,-1.4822463234590277,0.09709455361637986
2024-05-22 00:18:00,2024-05-22 00:09:00,21293.304706043167,-0.00622102078250613,21294.66724484259,-1.3563177786390936,0.02537610711907301
2024-05-22 00:19:00,2024-05-22 00:10:00,21293.228834350135,-0.0069002232656140815,21294.66722868262,-1.4314941092208817,-0.0417838041761065
2024-05-22 00:20:00,2024-05-22 00:11:00,21293.219716055155,-0.00761108092621055,21294.667212523073,-1.4398853869913066,0.12142244449256934
2024-05-22 00:21:00,2024-05-22 00:12:00,21293.470194068886,-0.008353074826959662,21294.66719636395,-1.188649220235743,0.3497463512865957
2024-05-22 00:22:00,2024-05-22 00:13:00,21293.9176618348,-0.009125686030525538,21294.667180205248,-0.7403926844181152,0.4582675125870832
2024-05-22 00:23:00,2024-05-22 00:14:00,21294.38512145631,-0.0099283955995723,21294.667164046972,-0.2721141950615767,0.29719678174614106
2024-05-22 00:24:00,2024-05-22 00:15:00,21294.510388083592,-0.010760684596764072,21294.667147889115,-0.1459991209258331,-0.04867702969944809
2024-05-22 00:25:00,2024-05-22 00:16:00,21294.286041443138,-0.011622034084764974,21294.667131731683,-0.3694682544604729,-0.16140636896980576
2024-05-22 00:26:00,2024-05-22 00:17:00,21294.185791790682,-0.012511925126239132,21294.667115574674,-0.46881185886544463,0.06501506163631021
2024-05-22 00:27:00,2024-05-22 00:18:00,21294.414231448118,-0.013429838783850666,21294.66709941809,-0.23943813118785245,0.09841991094177749
2024-05-22 00:28:00,2024-05-22 00:19:00,21294.38073596882,-0.014375256120263698,21294.667083261924,-0.27197203698188965,-0.05943785346517494
2024-05-22 00:29:00,2024-05-22 00:20:00,21294.293405609867,-0.015347658198142355,21294.667067106184,-0.35831383811820233,-0.02588748042836353
2024-05-22 00:30:00,2024-05-22 00:21:00,21294.326957426947,-0.016346526080150758,21294.667050950866,-0.3237469978386167,-0.002187551003087429
2024-05-22 00:31:00,2024-05-22 00:22:00,21294.286974515016,-0.017371340828953023,21294.66703479597,-0.3626889401243772,-0.06950093807365273
2024-05-22 00:32:00,2024-05-22 00:23:00,21294.185848184006,-0.018421583507213284,21294.6670186415,-0.4627488739859222,-0.07081972498602138
2024-05-22 00:33:00,2024-05-22 00:24:00,21294.143177362173,-0.019496735177595655,21294.667002487447,-0.5043283900964199,-0.07082174746971945
2024-05-22 00:34:00,2024-05-22 00:25:00,21294.041997687993,-0.02059627690276426,21294.66698633382,-0.6043923689253611,-0.19457019629985545
2024-05-22 00:35:00,2024-05-22 00:26:00,21293.751781708175,-0.02171968974538322,21294.666970180617,-0.8934687826961308,-0.1461737905901488
2024-05-22 00:36:00,2024-05-22 00:27:00,21293.747347622964,-0.022866454768116665,21294.666954027838,-0.8967399501056587,0.03896242601039346
2024-05-22 00:37:00,2024-05-22 00:28:00,21293.82735789177,-0.024036053033628706,21294.666937875478,-0.8155439306753439,0.06373093775610611
2024-05-22 00:38:00,2024-05-22 00:29:00,21293.872415683345,-0.02522796560458348,21294.666921723543,-0.7692780745934464,-0.0472158240087176
2024-05-22 00:39:00,2024-05-22 00:30:00,21293.730488319794,-0.026441673543645097,21294.66690557203,-0.9099755786927791,-0.16465034666977096
2024-05-22 00:40:00,2024-05-22 00:31:00,21293.54063399509,-0.027676657913477686,21294.666889420936,-1.0985787679329884,-0.05981289618152891
2024-05-22 00:41:00,2024-05-22 00:32:00,21293.60833949944,-0.028932399776745367,21294.66687327027,-1.029601371055837,0.278902390871761
2024-05-22 00:42:00,2024-05-22 00:33:00,21294.095874753642,-0.030208380196112265,21294.666857120028,-0.5407739861894664,0.2694757829185357
2024-05-22 00:43:00,2024-05-22 00:34:00,21294.144687084758,-0.031504080234242504,21294.66684097021,-0.4906498052187656,-0.05783843087167101
2024-05-22 00:44:00,2024-05-22 00:35:00,21293.977554991925,-0.032818980953800196,21294.66682482081,-0.6564508479328084,-0.07101834602148974
2024-05-22 00:45:00,2024-05-22 00:36:00,21293.99996961116,-0.03415256341744948,21294.66680867184,-0.6326864972617451,-0.09622236456926564
2024-05-22 00:46:00,2024-05-22 00:37:00,21293.782392637528,-0.035504308687854466,21294.666792523287,-0.8488955770713397,-0.08989541079936814
2024-05-22 00:47:00,2024-05-22 00:38:00,21293.81742535847,-0.03687369782767928,21294.666776375157,-0.8124773188604814,0.043754285420766925
2024-05-22 00:48:00,2024-05-22 00:39:00,21293.867113009324,-0.038260211899588045,21294.666760227454,-0.7613870062298058,0.04362635036731893
2024-05-22 00:49:00,2024-05-22 00:40:00,21293.90185613008,-0.039663331966244886,21294.666744080172,-0.7252246181258435,-0.02084214693987113
2024-05-22 00:50:00,2024-05-22 00:41:00,21293.822574094112,-0.04108253909031392,21294.666727933312,-0.8030713001095481,0.07224543476118894
2024-05-22 00:51:00,2024-05-22 00:42:00,21294.04346072394,-0.04251731433445927,21294.66671178688,-0.5807337486034656,0.07153896276930827
2024-05-22 00:52:00,2024-05-22 00:43:00,21293.962735127534,-0.04396713876134507,21294.666695640866,-0.6599933745709315,-0.011429737585346655
2024-05-22 00:53:00,2024-05-22 00:44:00,21294.01765477807,-0.045431493433635436,21294.666679495276,-0.6035932237741589,-0.06664921974748511
2024-05-22 00:54:00,2024-05-22 00:45:00,21293.826461676632,-0.04690985941399448,21294.66666335011,-0.7932918140659018,-0.19216247264124214
2024-05-22 00:55:00,2024-05-22 00:46:00,21293.630327318544,-0.04840171776508634,21294.666647205366,-0.9879181690566432,-0.35984052877897166
2024-05-22 00:56:00,2024-05-22 00:47:00,21293.103751639872,-0.049906549549575116,21294.666631061045,-1.512972871623845,-0.31984392283583396
2024-05-22 00:57:00,2024-05-22 00:48:00,21292.987585066592,-0.051423835830124956,21294.66661491715,-1.6276060147283111,-0.17076764389373178
2024-05-22 00:58:00,2024-05-22 00:49:00,21292.7591375566,-0.05295305766939998,21294.66659877368,-1.8545081594113086,-0.04105063343402826
2024-05-22 00:59:00,2024-05-22 00:50:00,21292.902381652904,-0.0544936961300643,21294.66658263063,-1.7097072815963676,0.01855192410299933
2024-05-22 01:00:00,2024-05-22 00:51:00,21292.793116944522,-0.05604523227478204,21294.666566488002,-1.81740431120531,0.1012934646263427
2024-05-22 01:01:00,2024-05-22 00:52:00,21293.10182284629,-0.05760714716621732,21294.6665503458,-1.5071203523436822,0.2775401658366363
2024-05-22 01:02:00,2024-05-22 00:53:00,21293.34503130262,-0.05917892186703429,21294.666534204018,-1.2623239795320373,0.21089379632258565
2024-05-22 01:03:00,2024-05-22 00:54:00,21293.520425265524,-0.060760037439897024,21294.666518062662,-1.085332759698511,0.3155724840390729
2024-05-22 01:04:00,2024-05-22 00:55:00,21293.972972935324,-0.062349974947469675,21294.666501921725,-0.6311790114538915,0.11372237855002126
2024-05-22 01:05:00,2024-05-22 00:56:00,21293.744649563167,-0.06394821545241636,21294.666485781217,-0.8578880025984684,-0.526073256251554
2024-05-22 01:06:00,2024-05-22 00:57:00,21292.917589877157,-0.0655542400174012,21294.66646964113,-1.6833255239569995,-0.23878894608320583
2024-05-22 01:07:00,2024-05-22 00:58:00,21293.263820076998,-0.06716752970508832,21294.666453501468,-1.33546589476488,0.3801715052734015
2024-05-22 01:08:00,2024-05-22 00:59:00,21293.674667283238,-0.06878756557814186,21294.666437362226,-0.9229825134101965,0.16317232245241575
2024-05-22 01:09:00,2024-05-22 01:00:00,21293.58688614485,-0.07041382869922591,21294.66642122341,-1.0091212498600486,0.03294791409320813
2024-05-22 01:10:00,2024-05-22 01:01:00,21293.73727259966,-0.07204580013100462,21294.666405085016,-0.8570866852237803,0.13080874648186486
2024-05-22 01:11:00,2024-05-22 01:02:00,21293.84520222921,-0.07368296093614209,21294.666388947044,-0.7475037568963189,0.05547586100069091
2024-05-22 01:12:00,2024-05-22 01:03:00,21293.8449130541,-0.07532479217730245,21294.6663728095,-0.7461349632223985,0.26510348862852084
2024-05-22 01:13:00,2024-05-22 01:04:00,21294.37208911782,-0.07697077491714985,21294.666356672376,-0.2172967796392772,0.43931149688915216
2024-05-22 01:14:00,2024-05-22 01:05:00,21294.720208176015,-0.07862039021834835,21294.666340535678,0.13248803055590588,0.42105807762884945
2024-05-22 01:15:00,2024-05-22 01:06:00,21295.210870655872,-0.08027311914356214,21294.666324399397,0.6248193756184217,0.5362196901286748
2024-05-22 01:16:00,2024-05-22 01:07:00,21295.789307231607,-0.0819284427554553,21294.66630826355,1.2049274108132555,0.25365564662595574
2024-05-22 01:17:00,2024-05-22 01:08:00,21295.714836954874,-0.08358584211669196,21294.66629212812,1.1321306688703332,-0.03592839111661261
2024-05-22 01:18:00,2024-05-22 01:09:00,21295.7141018234,-0.08524479828993628,21294.66627599311,1.1330706285800303,-0.2057825511709891
2024-05-22 01:19:00,2024-05-22 01:10:00,21295.299920632722,-0.0869047923378523,21294.66625985853,0.720565566528355,-0.23409074286924797
2024-05-22 01:20:00,2024-05-22 01:11:00,21295.24256756189,-0.08856530532310425,21294.666243724372,0.6648891428415343,-0.13251825611827595
2024-05-22 01:21:00,2024-05-22 01:12:00,21295.03153082662,-0.09022581830835616,21294.66622759064,0.4555290542918031,-0.2659257777536004
2024-05-22 01:22:00,2024-05-22 01:13:00,21294.7073632323,-0.09188581235627218,21294.666211457323,0.13303758733433363,-0.2379572383742127
