DATETIME,H_VALUE,SPLINE,NULL_VALUES,BASELINE,LDi,LCi
2004-11-03 00:00:00,38105.862777268274,0.0,0,38104.34287634354,1.5199009247371578,0.049011935430074205
2004-11-03 00:01:00,38106.26227970936,7.456143216974642e-05,0,38104.34287777433,1.919327373593065,0.7498409622817401
2004-11-03 00:02:00,38107.36275905222,0.00029699783859848223,0,38104.34287920508,3.019582849300638,0.5001898852370703
2004-11-03 00:03:00,38107.26325321723,0.0006654373841690048,0,38104.34288063578,2.9197071440672056,-0.5004358639260664
2004-11-03 00:04:00,38106.3627711961,0.0011780082337641117,0,38104.34288206642,2.018711121448505,0.2496584329935092
2004-11-03 00:05:00,38107.76374034562,0.0018328385522666006,0,38104.34288349701,3.419024010054224,0.34976237934889665
2004-11-03 00:06:00,38107.063748864195,0.002628056504559268,0,38104.342884927544,2.7182358801462985,-0.45086043010341914
2004-11-03 00:07:00,38106.86375129814,0.0035617902555249133,0,38104.342886358034,2.5173031498473857,0.4489910376052366
2004-11-03 00:08:00,38107.96373791179,0.004632167970046333,0,38104.342887788465,3.6162179553567717,0.4988547210992804
2004-11-03 00:09:00,38107.863739128705,0.005837317813006324,0,38104.342889218846,3.5150125920459465,-0.0012730303410242172
2004-11-03 00:10:00,38107.96373791179,0.0071753679492876825,0,38104.34289064917,3.6136718946747233,-0.05115765171292086
2004-11-03 00:11:00,38107.76423381461,0.008644446543773209,0,38104.34289207945,3.412697288620105,0.1484630875009334
2004-11-03 00:12:00,38108.263734261105,0.0102426817613457,0,38104.34289350967,3.91059806967659,-0.30190639149245535
2004-11-03 00:13:00,38107.16374764724,0.011968201766887954,0,38104.34289493984,2.808884505635194,-0.7517805296138442
2004-11-03 00:14:00,38106.76375251512,0.013819134725282763,0,38104.34289636995,2.4070370104489016,-0.7023987158588335
2004-11-03 00:15:00,38105.762778482735,0.015793608801412933,0,38104.342897800016,1.404087073917527,-1.0532557643754792
2004-11-03 00:16:00,38104.661314463876,0.017889752160161254,0,38104.34289923002,0.3005254816979431,-0.6023965466662792
2004-11-03 00:17:00,38104.562300333535,0.02010569296641053,0,38104.34290065998,0.19929398058496872,0.148953645426492
2004-11-03 00:18:00,38104.96377442183,0.02243955938504355,0,38104.34290208989,0.5984327725509271,0.9993217409103283
2004-11-03 00:19:00,38106.56573046172,0.02488947958094312,0,38104.34290351973,2.1979374624056254,1.4492038046691482
2004-11-03 00:20:00,38107.86719891315,0.027453581718992034,0,38104.34290494954,3.4968403818892235,1.4478552205529107
2004-11-03 00:21:00,38109.466684276755,0.030129993964073086,0,38104.34290637928,5.093647903511447,1.6972460989143203
2004-11-03 00:22:00,38111.267157233175,0.03291684448106908,0,38104.342907808976,6.891332579717864,0.39764768050542143
2004-11-03 00:23:00,38110.26766476457,0.035812261434862803,0,38104.342909238614,5.88894326452229,0.09680108267499232
2004-11-03 00:24:00,38111.46665978627,0.03881437299033707,0,38104.34291066821,7.084934745067849,0.6456992421367698
2004-11-03 00:25:00,38111.56517515385,0.04192130731237467,0,38104.342912097745,7.180341748795829,-0.45488318040127007
2004-11-03 00:26:00,38110.563213104055,0.04513119256585839,0,38104.34291352722,6.175168384265309,-1.0549751837033012
2004-11-03 00:27:00,38109.461748494956,0.048442156915671046,0,38104.34291495665,5.070391381389227,-0.8550741652710734
2004-11-03 00:28:00,38108.859788768284,0.05185232852669542,0,38104.342916386035,4.465020053723162,-0.5556635526622136
2004-11-03 00:29:00,38108.35734192698,0.05535983556381432,0,38104.34291781535,3.9590642760647996,-0.2560032457149397
2004-11-03 00:30:00,38108.35489561311,0.05896280619191053,0,38104.34291924463,3.9530135622932825,-0.7555977482189002
2004-11-03 00:31:00,38106.85344882204,0.06265936857586686,0,38104.34292067384,2.447868779626999,-0.70495541710228
2004-11-03 00:32:00,38106.95247248197,0.0664476508805661,0,38104.342922103,2.5431027280887224,0.39591675618907685
2004-11-03 00:33:00,38107.6529516054,0.07032578127089105,0,38104.342923532124,3.239702292005153,0.2958293034413191
2004-11-03 00:34:00,38107.551978184056,0.07429188791172452,0,38104.34292496117,3.1347613349713606,-0.40473660741878015
