DATETIME,DATETIME_UT,H_VALUE,SPLINE,BASELINE,LDi,LCi
2003-11-01 00:00:00,2003-10-31 14:23:00,26128.3,0.0,26190.272920493662,-61.97292049366661,-3.799979044776269
2003-11-01 00:01:00,2003-10-31 14:24:00,26126.1,0.0001676793474636,26190.272898135267,-64.17306581461551,-0.6003115971215429
2003-11-01 00:02:00,2003-10-31 14:25:00,26127.1,0.0006679110409445,26190.272875776867,-63.17354368790969,1.0993579552948525
2003-11-01 00:03:00,2003-10-31 14:26:00,26128.3,0.0014964855570753,26190.272853418468,-61.97434990402581,1.8990317172331537
2003-11-01 00:04:00,2003-10-31 14:27:00,26130.9,0.0026491933724888,26190.272831060072,-59.375480253443385,1.5987096886944665
2003-11-01 00:05:00,2003-10-31 14:28:00,26131.5,0.0041218249638175,26190.272808701677,-58.77693052663688,-0.7016081303190376
2003-11-01 00:06:00,2003-10-31 14:29:00,26129.5,0.0059101708076943,26190.272786343277,-60.77869651408146,-2.401921739808809
2003-11-01 00:07:00,2003-10-31 14:30:00,26126.7,0.0080100213807518,26190.272763984874,-63.580774006254494,-2.602231139778852
2003-11-01 00:08:00,2003-10-31 14:31:00,26124.3,0.0104171671596227,26190.27274162648,-65.98315879363916,-0.7525363302226218
2003-11-01 00:09:00,2003-10-31 14:32:00,26125.2,0.0131273986209397,26190.27271926808,-65.08584666669974,-0.7528373111415689
2003-11-01 00:10:00,2003-10-31 14:33:00,26122.8,0.0161365062413355,26190.27269690968,-67.4888334159223,-2.0031340825389634
2003-11-01 00:11:00,2003-10-31 14:34:00,26121.2,0.0194402804974428,26190.27267455128,-69.09211483177766,-1.7034266444118913
2003-11-01 00:12:00,2003-10-31 14:35:00,26119.4,0.0230345118658942,26190.27265219288,-70.89568670474608,-1.7037149967661946
2003-11-01 00:13:00,2003-10-31 14:36:00,26117.8,0.0269149908233225,26190.27262983449,-72.49954482531005,-1.453999139595311
2003-11-01 00:14:00,2003-10-31 14:37:00,26116.5,0.0310775078463604,26190.27260747609,-73.8036849839367,0.1957209271040412
2003-11-01 00:15:00,2003-10-31 14:38:00,26118.2,0.0355178534116405,26190.27258511769,-72.10810297110197,1.7454452033245786
2003-11-01 00:16:00,2003-10-31 14:39:00,26120.0,0.0402318179957955,26190.27256275929,-70.31279457728755,1.1951736890662945
2003-11-01 00:17:00,2003-10-31 14:40:00,26120.6,0.0452151920754582,26190.27254040089,-69.71775559296938,0.1949063843324623
2003-11-01 00:18:00,2003-10-31 14:41:00,26120.4,0.0504637661272613,26190.272518042497,-69.92298180862262,-1.1553567108783511
2003-11-01 00:19:00,2003-10-31 14:42:00,26118.3,0.0559733306278373,26190.272495684098,-72.02846901472608,-0.9056155965672588
2003-11-01 00:20:00,2003-10-31 14:43:00,26118.6,0.0617396760538191,26190.272473325706,-71.73421300175714,-0.1558702727291674
2003-11-01 00:21:00,2003-10-31 14:44:00,26118.0,0.0677585928818393,26190.272450967303,-72.34020956018442,-0.7061207393687923
2003-11-01 00:22:00,2003-10-31 14:45:00,26117.2,0.0740258715885306,26190.272428608907,-73.14645448049473,0.3436330035134958
2003-11-01 00:23:00,2003-10-31 14:46:00,26118.7,0.0805373026505257,26190.272406250508,-71.65294355315743,0.043390955918781
2003-11-01 00:24:00,2003-10-31 14:47:00,26117.3,0.0872886765444573,26190.272383892112,-73.05967256865716,-1.4068468821521949
2003-11-01 00:25:00,2003-10-31 14:48:00,26115.9,0.0942757837469581,26190.27236153372,-74.46663731746182,-1.7570805106994456
2003-11-01 00:26:00,2003-10-31 14:49:00,26113.8,0.1014944147346608,26190.27233917532,-76.57383359005605,-0.6573099297207889
2003-11-01 00:27:00,2003-10-31 14:50:00,26114.6,0.108940359984198,26190.27231681692,-75.7812571769034,1.0424648607797948
2003-11-01 00:28:00,2003-10-31 14:51:00,26115.9,0.1166094099722025,26190.27229445853,-74.48890386849646,1.792243860801193
2003-11-01 00:29:00,2003-10-31 14:52:00,26118.2,0.124497355175307,26190.272272100126,-72.19676945530101,1.3420270703452246
2003-11-01 00:30:00,2003-10-31 14:53:00,26118.6,0.1325999860701441,26190.27224974173,-71.80484972780602,-0.158185510584822
2003-11-01 00:31:00,2003-10-31 14:54:00,26117.9,0.1409130931333466,26190.27222738334,-72.51314047647065,-0.0583938819874987
2003-11-01 00:32:00,2003-10-31 14:55:00,26118.5,0.1494324668415471,26190.27220502494,-71.92163749178101,1.7914019561259096
2003-11-01 00:33:00,2003-10-31 14:56:00,26121.5,0.1581538976713783,26190.272182666547,-68.93033656421883,1.0412020037641412
2003-11-01 00:34:00,2003-10-31 14:57:00,26120.6,0.1670731760994729,26190.27216030815,-69.83923348425273,-0.8589937390702502
2003-11-01 00:35:00,2003-10-31 14:58:00,26119.8,0.1761860926024637,26190.27213794976,-70.64832404235933,-0.7091852723820082
2003-11-01 00:36:00,2003-10-31 14:59:00,26119.2,0.1854884376569833,26190.27211559136,-71.25760402901675,-0.9593725961736724
2003-11-01 00:37:00,2003-10-31 15:00:00,26117.9,0.1949760017396644,26190.27209323297,-72.56706923470668,-1.8595557104397853
2003-11-01 00:38:00,2003-10-31 15:01:00,26115.5,0.2046445753271397,26190.27207087457,-74.97671544989632,0.0402653848167346
2003-11-01 00:39:00,2003-10-31 15:02:00,26118.0,0.2144899488960418,26190.272048516177,-72.48653846507321,3.94009068959663
2003-11-01 00:40:00,2003-10-31 15:03:00,26123.4,0.2245079129230036,26190.27202615778,-67.09653407070306,4.039920203898802
2003-11-01 00:41:00,2003-10-31 15:04:00,26126.1,0.2346942578846576,26190.27200379939,-64.4066980572756,0.1897539277254267
2003-11-01 00:42:00,2003-10-31 15:05:00,26123.8,0.2450447742576367,26190.271981440997,-66.7170262152522,-0.9104081389227616
2003-11-01 00:43:00,2003-10-31 15:06:00,26124.3,0.2555552525185733,26190.2719590826,-66.22751433512113,-0.8605659960515766
2003-11-01 00:44:00,2003-10-31 15:07:00,26122.1,0.2662214831441004,26190.27193672421,-68.43815820735536,0.1892803563484264
