datetime,nH,vH,vthH
2014-01-01 00:06:11,5.6788,379.93,24.579
2014-01-01 00:18:17,6.1897,382.11,25.983
2014-01-01 00:30:14,6.5078,377.46,24.847
2014-01-01 00:42:20,5.8008,372.33,25.273
2014-01-01 00:54:25,6.0994,377.17,24.382
2014-01-01 01:06:23,6.0268,373.18,25.343
2014-01-01 01:18:28,5.9686,371.1,26.121
2014-01-01 01:30:34,6.6962,372.62,27.328
2014-01-01 01:42:40,5.7306,368.74,26.773
2014-01-01 01:54:37,6.3302,372.13,25.828
2014-01-01 02:06:43,6.4558,367.69,27.05
2014-01-01 02:18:40,6.0629,369.54,27.602
2014-01-01 02:30:46,6.5041,369.97,26.085
2014-01-01 02:42:51,7.1788,366.36,27.308
2014-01-01 02:54:48,6.6113,375.13,25.192
2014-01-01 03:06:54,6.0162,367.76,25.579
2014-01-01 03:19:00,6.7058,366.75,25.459
2014-01-01 03:31:06,6.5544,365.03,25.332
2014-01-01 03:43:03,8.8776,370.87,27.171
2014-01-01 03:55:09,8.2803,368.31,26.996
2014-01-01 04:07:14,6.6545,368.12,27.303
2014-01-01 04:19:12,6.5995,361.45,26.914
2014-01-01 04:31:17,7.0193,365.18,28.201
2014-01-01 04:43:23,7.6614,364.23,28.364
2014-01-01 04:55:20,7.4742,360.91,26.251
2014-01-01 05:07:26,7.5217,361.8,26.732
2014-01-01 05:19:32,8.1024,364.51,26.094
2014-01-01 05:31:29,7.7245,367.27,27.537
2014-01-01 05:43:35,6.6582,366.88,22.885
2014-01-01 05:55:40,6.8146,365.27,21.991
2014-01-01 06:07:37,6.909,363.67,26.344
2014-01-01 06:19:43,7.293,360.88,24.707
2014-01-01 06:31:49,6.9436,360.35,25.713
2014-01-01 06:43:46,7.396,368.84,26.816
2014-01-01 06:55:52,10.076,370.23,26.002
2014-01-01 07:07:58,9.2458,374.04,23.591
2014-01-01 07:19:55,10.793,370.23,22.347
2014-01-01 07:32:00,9.4796,367.8,24.315
2014-01-01 07:44:06,9.7902,365.47,23.381
2014-01-01 07:56:03,10.27,361.52,23.565
2014-01-01 08:08:09,11.047,367.54,23.907
2014-01-01 08:20:15,9.0405,361.74,26.666
2014-01-01 08:32:12,17.211,371.58,21.51
2014-01-01 08:44:18,14.862,369.7,23.372
2014-01-01 08:56:24,24.432,373.78,25.96
2014-01-01 09:08:21,25.289,376.66,23.987
2014-01-01 09:20:26,20.608,388.22,24.786
2014-01-01 09:32:32,11.674,382.99,25.832
2014-01-01 09:44:29,16.869,386.47,26.313
2014-01-01 09:56:35,11.953,375.26,21.96
2014-01-01 10:08:41,13.913,390.98,26.023
2014-01-01 10:20:38,17.826,391.47,27.937
2014-01-01 10:32:44,23.217,391.66,27.755
2014-01-01 10:44:49,23.765,397.83,28.43
2014-01-01 10:56:47,16.001,405.87,25.932
2014-01-01 11:08:52,13.852,411.1,25.834
2014-01-01 11:20:58,19.12,413.36,25.481
2014-01-01 11:32:55,21.083,414.71,35.266
2014-01-01 11:45:01,14.414,434.49,38.599
2014-01-01 11:57:07,13.888,417.57,29.244
2014-01-01 12:09:04,10.197,407.55,30.378
2014-01-01 12:21:10,9.8738,410.18,26.653
2014-01-01 12:33:15,11.197,406.82,30.462
2014-01-01 12:45:12,10.102,410.93,29.65
2014-01-01 12:57:18,5.4914,371.75,24.577
2014-01-01 13:09:24,18.513,428.1,46.952
2014-01-01 13:21:21,9.7012,435.76,43.237
2014-01-01 13:33:27,10.845,434.33,50.029
2014-01-01 13:45:33,11.067,423.9,38.422
2014-01-01 13:57:30,8.4901,469.45,51.53
2014-01-01 14:09:36,9.5292,454.4,44.783
2014-01-01 14:21:41,11.968,450.4,46.185
2014-01-01 14:33:38,6.1037,474.44,40.933
2014-01-01 14:45:44,5.1223,514.26,40.698
2014-01-01 14:57:50,4.9165,519.63,42.675
