datetime,nH,vH,vthH
2001-01-01 00:00:51,7.9358,294.94,9.3834
2001-01-01 00:12:57,8.7582,294.58,9.0779
2001-01-01 00:24:54,8.7609,293.57,8.7867
2001-01-01 00:36:51,8.0937,292.21,10.039
2001-01-01 00:48:57,8.3714,291.59,10.96
2001-01-01 01:00:54,8.2216,289.19,10.808
2001-01-01 01:13:00,8.0977,286.95,11.064
2001-01-01 01:24:57,8.242,288.29,10.246
2001-01-01 01:36:54,6.8518,289.79,10.766
2001-01-01 01:49:00,11.186,288.37,10.655
2001-01-01 02:00:57,11.167,290.81,9.769
2001-01-01 02:12:54,10.959,290.1,9.68
2001-01-01 02:24:51,,,
2001-01-01 02:36:57,12.124,289.49,8.5078
2001-01-01 02:48:54,12.354,291.53,9.2572
2001-01-01 03:01:00,13.897,290.67,9.8558
2001-01-01 03:12:57,12.242,287.89,9.3262
2001-01-01 03:24:54,10.066,284.29,9.9837
2001-01-01 03:37:00,9.8923,285.6,9.8332
2001-01-01 03:48:57,7.7185,286.02,10.194
2001-01-01 04:00:54,11.827,286.36,9.597
2001-01-01 04:13:00,13.566,284.61,9.4669
2001-01-01 04:24:57,11.725,282.37,10.002
2001-01-01 04:36:54,11.388,283.22,8.4762
2001-01-01 04:49:00,11.626,283.24,8.416
2001-01-01 05:00:57,10.821,282.83,8.319
2001-01-01 05:12:54,10.613,283.54,8.1516
2001-01-01 05:25:00,10.268,281.0,8.4502
2001-01-01 05:36:57,10.525,280.57,8.6846
2001-01-01 05:48:54,10.406,281.72,8.4801
2001-01-01 06:01:00,7.5425,282.2,8.8754
2001-01-01 06:12:57,9.7484,279.58,8.615
2001-01-01 06:24:54,10.196,281.52,8.5224
2001-01-01 06:37:00,10.329,279.64,8.6242
2001-01-01 06:48:57,11.382,278.12,8.8381
2001-01-01 07:00:54,11.753,278.24,9.0848
2001-01-01 07:13:00,12.024,278.62,9.3443
2001-01-01 07:24:57,11.593,280.41,10.303
2001-01-01 07:37:03,10.711,279.2,9.1389
2001-01-01 07:49:00,10.331,281.49,10.443
2001-01-01 08:00:57,10.816,282.31,10.612
2001-01-01 08:13:03,7.3407,283.57,11.034
2001-01-01 08:25:00,10.445,282.45,11.435
2001-01-01 08:36:57,10.159,283.23,11.913
2001-01-01 08:49:03,10.306,284.11,11.382
2001-01-01 09:01:00,10.661,284.06,10.015
2001-01-01 09:12:57,10.035,283.76,11.391
2001-01-01 09:25:03,10.601,281.54,10.868
2001-01-01 09:37:00,9.8943,283.18,10.497
2001-01-01 09:48:57,10.267,280.23,10.931
2001-01-01 10:01:03,9.7723,282.97,10.105
2001-01-01 10:13:00,13.878,284.56,10.03
2001-01-01 10:24:57,9.1297,283.98,10.279
2001-01-01 10:37:03,10.357,279.82,10.994
2001-01-01 10:49:00,11.445,279.74,11.382
2001-01-01 11:01:06,9.998,280.19,10.782
2001-01-01 11:13:03,9.629,278.82,10.49
2001-01-01 11:25:00,10.106,280.69,12.008
