datetime,nH,vH,vthH
2008-01-01 00:08:29,4.634,343.26,27.184
2008-01-01 00:20:35,4.0265,343.01,24.51
2008-01-01 00:32:32,4.4313,341.63,25.794
2008-01-01 00:44:38,4.5447,349.02,21.875
2008-01-01 00:56:35,5.1711,351.86,21.465
2008-01-01 01:08:41,4.1481,342.87,24.615
2008-01-01 01:20:38,4.8153,346.98,23.837
2008-01-01 01:32:35,3.7811,346.57,23.905
2008-01-01 01:44:41,3.9195,343.67,27.999
2008-01-01 01:56:38,3.6497,340.97,25.775
2008-01-01 02:08:44,3.9956,343.36,25.447
2008-01-01 02:20:41,4.2821,349.51,29.656
2008-01-01 02:32:47,4.2088,348.96,29.774
2008-01-01 02:44:44,4.1514,347.39,27.369
2008-01-01 02:56:49,3.1739,362.83,31.442
2008-01-01 03:08:47,2.5876,372.58,28.424
2008-01-01 03:20:44,3.3551,357.06,26.793
2008-01-01 03:32:49,4.1786,363.27,24.995
2008-01-01 03:44:47,4.9754,370.81,20.35
2008-01-01 03:56:52,4.4165,374.17,15.202
2008-01-01 04:08:49,3.2545,375.53,18.06
2008-01-01 04:20:55,3.5987,375.62,22.04
2008-01-01 04:32:52,3.8082,372.75,20.768
2008-01-01 04:44:58,3.4598,371.15,22.426
2008-01-01 04:56:55,3.7539,375.51,19.986
2008-01-01 05:08:52,2.8279,369.17,20.393
2008-01-01 05:20:58,2.8664,370.31,20.667
2008-01-01 05:32:55,3.3694,369.53,19.882
2008-01-01 05:45:01,3.0262,364.77,21.518
2008-01-01 05:56:58,2.2519,353.15,20.498
2008-01-01 06:09:04,2.631,356.51,18.6
2008-01-01 06:21:01,2.8005,356.44,21.658
2008-01-01 06:33:07,2.9149,357.58,18.699
2008-01-01 06:45:04,3.8678,357.79,19.948
2008-01-01 06:57:01,2.8812,354.77,21.237
2008-01-01 07:09:07,3.0007,352.28,19.505
2008-01-01 07:21:04,3.7745,354.82,20.562
2008-01-01 07:33:10,3.9298,358.98,20.901
2008-01-01 07:45:07,4.092,356.86,20.522
2008-01-01 07:57:12,3.9852,357.6,20.247
2008-01-01 08:09:10,3.6482,353.95,22.991
2008-01-01 08:21:15,3.648,352.14,23.138
2008-01-01 08:33:12,3.5226,353.5,22.42
2008-01-01 08:45:10,4.1307,354.87,22.086
2008-01-01 08:57:15,4.8115,361.08,20.363
2008-01-01 09:09:12,3.3249,351.19,23.16
2008-01-01 09:21:18,6.357,363.16,17.912
2008-01-01 09:33:15,4.8367,360.25,16.66
2008-01-01 09:45:21,4.6742,355.68,18.379
