datetime,nH,vH,vthH
2013-01-01 00:12:23,1.4971,349.75,20.921
2013-01-01 00:24:20,1.6804,350.64,22.332
2013-01-01 00:36:25,1.3593,356.9,18.799
2013-01-01 00:48:23,1.4725,353.06,20.705
2013-01-01 01:00:28,1.3386,351.48,18.852
2013-01-01 01:12:25,1.3793,352.31,17.979
2013-01-01 01:24:23,1.3799,351.72,18.11
2013-01-01 01:36:28,1.2773,354.6,20.369
2013-01-01 01:48:25,1.6771,349.94,18.728
2013-01-01 02:00:31,1.6574,348.47,21.52
2013-01-01 02:12:28,1.2772,351.52,20.973
2013-01-01 02:24:34,1.5897,349.01,19.549
2013-01-01 02:36:31,1.6427,347.55,17.273
2013-01-01 02:48:28,1.4637,348.74,19.133
2013-01-01 03:00:34,1.4024,351.03,20.144
2013-01-01 03:12:31,1.5757,352.13,19.417
2013-01-01 03:24:37,1.5789,348.53,19.074
2013-01-01 03:36:34,1.7937,344.06,18.299
2013-01-01 03:48:40,1.7181,344.84,19.401
2013-01-01 04:00:37,1.9141,344.82,19.532
2013-01-01 04:12:43,2.0167,342.59,18.713
2013-01-01 04:24:40,1.8933,344.3,17.935
2013-01-01 04:36:46,1.8996,343.77,18.048
2013-01-01 04:48:43,1.9466,340.27,17.94
2013-01-01 05:00:40,1.9572,340.26,18.579
2013-01-01 05:12:46,2.0737,339.3,17.833
2013-01-01 05:24:43,1.9856,340.11,19.117
2013-01-01 05:36:48,2.0984,338.69,18.728
2013-01-01 05:48:46,1.9752,337.92,19.527
2013-01-01 06:00:51,1.9696,336.28,19.091
2013-01-01 06:12:48,1.9867,338.23,19.349
2013-01-01 06:24:54,2.0349,335.28,17.306
2013-01-01 06:36:51,2.104,341.26,18.591
2013-01-01 06:48:48,1.808,338.87,18.685
2013-01-01 07:00:54,1.8392,339.0,18.782
2013-01-01 07:12:51,1.8021,338.6,18.619
2013-01-01 07:24:57,2.1351,340.96,17.628
2013-01-01 07:36:54,1.9593,340.14,17.988
2013-01-01 07:49:00,1.7975,337.45,17.37
2013-01-01 08:00:57,2.2227,339.49,16.787
2013-01-01 08:12:54,2.1378,334.18,17.53
2013-01-01 08:25:00,1.8735,335.37,17.401
2013-01-01 08:36:57,1.7422,335.72,18.615
2013-01-01 08:49:03,1.6642,335.33,19.917
2013-01-01 09:01:00,2.0056,337.24,18.169
2013-01-01 09:13:06,1.9429,335.72,18.205
2013-01-01 09:25:03,1.8508,335.15,18.255
2013-01-01 09:37:09,2.0387,332.97,19.844
2013-01-01 09:49:06,1.9629,333.13,18.672
2013-01-01 10:01:03,1.8776,332.44,19.521
2013-01-01 10:13:09,1.9147,331.46,18.544
2013-01-01 10:25:06,1.9659,332.51,18.395
2013-01-01 10:37:12,1.9061,332.3,17.762
2013-01-01 10:49:09,1.9078,332.17,17.853
2013-01-01 11:01:14,1.9118,330.01,18.583
2013-01-01 11:13:12,1.9609,329.12,19.395
2013-01-01 11:25:17,2.0004,329.31,17.133
2013-01-01 11:37:14,1.7698,327.99,18.752
2013-01-01 11:49:20,1.9013,325.73,18.01
2013-01-01 12:01:17,2.6296,324.05,17.315
2013-01-01 12:13:14,2.2298,322.73,15.313
2013-01-01 12:25:20,2.3584,320.84,16.501
2013-01-01 12:37:17,2.3283,320.33,17.025
2013-01-01 12:49:23,2.2284,322.67,15.969
