datetime,nH,vH,vthH
2011-01-01 00:00:51,3.5737,330.76,17.986
2011-01-01 00:12:48,3.2626,324.73,16.634
2011-01-01 00:24:46,4.5981,337.51,12.711
2011-01-01 00:36:51,4.7807,336.68,12.649
2011-01-01 00:48:48,4.1472,336.24,18.754
2011-01-01 01:00:54,4.3352,323.97,20.145
2011-01-01 01:12:51,4.728,326.71,14.9
2011-01-01 01:24:57,4.9405,331.18,15.143
2011-01-01 01:36:54,3.4764,320.79,15.986
2011-01-01 01:48:51,3.5251,333.62,15.514
2011-01-01 02:00:57,5.5159,347.01,18.819
2011-01-01 02:12:54,5.5412,339.21,15.691
2011-01-01 02:25:00,5.807,338.4,15.233
2011-01-01 02:36:57,6.0083,336.46,17.49
2011-01-01 02:49:03,5.8662,332.63,17.709
2011-01-01 03:01:00,3.2553,327.83,16.825
2011-01-01 03:13:06,5.1131,336.95,17.329
2011-01-01 03:25:03,5.9379,338.13,16.177
2011-01-01 03:37:00,6.609,334.97,18.407
2011-01-01 03:49:06,6.5622,336.91,17.386
2011-01-01 04:01:03,6.3265,335.77,16.265
2011-01-01 04:13:09,8.1189,334.52,15.667
2011-01-01 04:25:06,5.6668,337.3,17.419
2011-01-01 04:37:12,6.3932,336.69,17.69
2011-01-01 04:49:09,7.22,339.56,19.594
2011-01-01 05:01:14,6.6711,332.48,18.493
2011-01-01 05:13:12,4.2999,335.52,17.801
2011-01-01 05:25:09,6.1936,342.12,17.072
2011-01-01 05:37:14,6.1605,340.28,17.07
2011-01-01 05:49:12,6.3075,338.37,16.887
2011-01-01 06:01:17,7.6146,341.42,19.935
2011-01-01 06:13:14,7.7156,333.93,18.305
2011-01-01 06:25:20,7.196,339.71,15.58
2011-01-01 06:37:17,7.4355,338.65,17.627
2011-01-01 06:49:14,5.9758,330.21,19.638
2011-01-01 07:01:20,6.9267,344.5,19.223
2011-01-01 07:13:17,7.0844,344.68,15.672
2011-01-01 07:25:23,4.6985,345.43,16.289
2011-01-01 07:37:20,6.4178,351.49,14.979
2011-01-01 07:49:26,6.6853,348.82,15.056
2011-01-01 08:01:23,5.0988,336.94,17.847
2011-01-01 08:13:29,7.1581,357.98,14.458
2011-01-01 08:25:26,7.0499,340.76,15.483
2011-01-01 08:37:23,7.2262,341.43,16.901
2011-01-01 08:49:29,6.2716,331.37,20.785
2011-01-01 09:01:26,7.2367,345.12,16.841
2011-01-01 09:13:32,5.6851,334.4,17.826
2011-01-01 09:25:29,5.9492,337.76,18.505
2011-01-01 09:37:35,4.5358,335.08,17.941
2011-01-01 09:49:32,6.0115,340.8,16.399
2011-01-01 10:01:29,7.8507,336.73,17.156
2011-01-01 10:13:35,3.9967,335.65,16.709
2011-01-01 10:25:32,6.0927,337.02,17.02
2011-01-01 10:37:37,6.202,337.17,16.534
2011-01-01 10:49:35,5.8766,333.36,17.722
2011-01-01 11:01:40,6.398,326.91,18.443
2011-01-01 11:13:37,6.0087,334.73,16.103
2011-01-01 11:25:35,5.195,333.51,15.568
2011-01-01 11:37:40,5.165,332.6,15.763
2011-01-01 11:49:37,3.4222,336.58,15.913
2011-01-01 12:01:43,7.6585,330.25,16.323
2011-01-01 12:13:40,6.1381,322.1,21.507
2011-01-01 12:25:46,4.9188,318.07,19.724
2011-01-01 12:37:43,6.2538,321.35,19.584
2011-01-01 12:49:40,5.9395,326.55,15.17
2011-01-01 13:01:46,5.824,333.11,14.74
2011-01-01 13:13:43,5.3024,321.02,17.341
2011-01-01 13:25:49,5.052,321.28,14.402
2011-01-01 13:37:46,5.1403,316.12,16.592
2011-01-01 13:49:52,5.1378,319.18,15.151
2011-01-01 14:01:49,4.9887,319.29,16.153
2011-01-01 14:13:55,5.7135,314.43,16.716
2011-01-01 14:25:52,7.0503,314.17,13.382
2011-01-01 14:37:58,6.2763,315.44,13.671
2011-01-01 14:49:55,5.0356,317.97,13.689
