datetime,nH,vH,vthH
2015-01-01 00:06:02,2.7325,537.64,46.869
2015-01-01 00:18:00,2.5487,542.47,50.887
2015-01-01 00:30:05,3.4566,554.92,40.165
2015-01-01 00:42:02,3.9914,578.97,38.88
2015-01-01 00:54:08,2.9867,573.47,40.392
2015-01-01 01:06:05,2.8847,573.02,40.434
2015-01-01 01:18:02,2.6764,571.79,39.694
2015-01-01 01:30:08,2.5356,569.22,37.829
2015-01-01 01:42:05,2.3411,565.66,35.92
2015-01-01 01:54:11,2.2884,562.08,34.795
2015-01-01 02:06:08,2.389,566.53,32.591
2015-01-01 02:18:05,2.1641,555.08,28.082
2015-01-01 02:30:11,2.201,556.37,29.332
2015-01-01 02:42:08,2.7056,548.02,33.277
2015-01-01 02:54:14,3.2138,538.81,32.759
2015-01-01 03:06:11,2.5588,540.68,33.491
2015-01-01 03:18:08,2.7212,544.85,32.757
2015-01-01 03:30:14,2.9,541.6,29.377
2015-01-01 03:42:11,2.6312,547.0,36.302
2015-01-01 03:54:17,2.8446,549.31,33.378
2015-01-01 04:06:14,2.5107,545.33,36.206
2015-01-01 04:18:20,2.0975,541.78,30.894
2015-01-01 04:30:17,1.827,522.57,32.007
2015-01-01 04:42:14,2.0257,526.15,37.344
2015-01-01 04:54:20,2.7307,533.65,31.834
2015-01-01 05:06:17,2.2208,511.47,37.064
2015-01-01 05:18:23,2.4848,511.01,38.018
2015-01-01 05:30:20,2.3536,509.66,31.84
2015-01-01 05:42:17,2.2555,503.95,31.829
2015-01-01 05:54:23,2.6735,498.81,34.766
2015-01-01 06:06:20,2.6376,505.33,34.194
2015-01-01 06:18:25,2.1491,518.21,40.697
2015-01-01 06:30:23,2.4907,506.53,38.566
2015-01-01 06:42:20,2.2708,508.51,31.07
2015-01-01 06:54:25,2.4826,509.02,27.423
2015-01-01 07:06:23,2.7636,542.67,31.417
2015-01-01 07:18:28,3.1707,538.83,30.543
2015-01-01 07:30:25,3.4395,539.63,30.843
2015-01-01 07:42:23,1.7819,523.47,27.8
2015-01-01 07:54:28,2.6631,528.06,30.062
2015-01-01 08:06:25,2.3406,525.35,35.398
2015-01-01 08:18:31,2.7106,527.91,29.069
2015-01-01 08:30:28,2.8257,520.37,32.857
2015-01-01 08:42:25,2.9945,505.74,30.41
2015-01-01 08:54:31,2.6007,500.79,29.063
2015-01-01 09:06:28,2.5168,521.67,29.943
2015-01-01 09:18:34,2.5327,516.97,27.624
2015-01-01 09:30:31,2.6941,510.24,31.141
2015-01-01 09:42:28,2.1362,501.65,33.55
2015-01-01 09:54:34,2.2623,462.29,30.318
2015-01-01 10:06:31,2.0092,474.24,34.967
2015-01-01 10:18:37,1.9972,468.16,35.877
2015-01-01 10:30:34,1.8147,476.99,33.475
2015-01-01 10:42:40,1.6686,481.99,33.555
2015-01-01 10:54:37,1.5158,487.36,36.219
2015-01-01 11:06:34,1.1275,501.01,25.063
2015-01-01 11:18:40,1.5834,480.52,33.801
2015-01-01 11:30:37,1.9372,471.76,32.4
2015-01-01 11:42:43,3.3346,471.89,28.481
2015-01-01 11:54:40,3.634,453.8,21.104
2015-01-01 12:06:37,4.0761,449.46,22.702
2015-01-01 12:18:43,3.792,450.04,22.899
2015-01-01 12:30:40,4.0312,445.09,22.13
2015-01-01 12:42:46,4.2835,442.2,21.721
2015-01-01 12:54:43,4.4892,441.33,21.785
2015-01-01 13:06:48,4.4911,432.97,21.66
2015-01-01 13:18:46,3.9587,435.71,19.174
2015-01-01 13:30:43,4.5664,436.93,20.434
2015-01-01 13:42:48,5.1331,437.88,21.903
2015-01-01 13:54:46,4.7217,437.5,22.85
2015-01-01 14:06:51,4.9538,432.39,21.924
2015-01-01 14:18:48,4.7073,436.7,20.719
2015-01-01 14:30:46,4.8596,438.49,23.345
2015-01-01 14:42:51,3.6381,441.15,22.485
2015-01-01 14:54:48,3.6896,440.53,22.303
2015-01-01 15:06:54,3.3828,449.51,19.088
2015-01-01 15:18:51,3.444,451.42,19.033
2015-01-01 15:30:48,3.5785,448.67,19.62
2015-01-01 15:42:54,2.5903,441.25,21.615
2015-01-01 15:54:51,3.6717,451.58,17.837
2015-01-01 16:06:57,4.2354,449.56,19.295
2015-01-01 16:18:54,3.8489,445.2,17.091
2015-01-01 16:30:51,4.3846,443.58,18.94
2015-01-01 16:42:57,3.712,441.85,19.924
2015-01-01 16:54:54,3.6937,430.52,21.73
2015-01-01 17:07:00,2.514,434.54,18.582
2015-01-01 17:18:57,3.7254,437.41,20.394
2015-01-01 17:30:54,3.8162,439.64,24.621
2015-01-01 17:43:00,4.9316,441.54,20.345
2015-01-01 17:54:57,4.07,432.71,21.659
2015-01-01 18:07:03,5.0612,426.17,22.191
2015-01-01 18:19:00,5.6143,434.86,22.022
2015-01-01 18:31:06,5.5546,433.24,24.03
2015-01-01 18:43:03,4.385,429.82,19.554
2015-01-01 18:55:00,4.6105,427.08,17.744
2015-01-01 19:07:06,5.7055,428.88,18.941
2015-01-01 19:19:03,6.1691,423.95,19.364
2015-01-01 19:31:09,5.0943,428.09,23.856
2015-01-01 19:43:06,4.5616,425.17,21.719
2015-01-01 19:55:03,5.0133,426.15,26.539
2015-01-01 20:07:09,5.1291,426.37,24.167
2015-01-01 20:19:06,5.1625,426.49,25.265
2015-01-01 20:31:12,5.4214,425.24,25.007
2015-01-01 20:43:09,4.8116,424.72,21.401
2015-01-01 20:55:06,5.0473,417.91,27.666
2015-01-01 21:07:12,5.223,428.79,20.171
2015-01-01 21:19:09,5.5017,425.4,21.625
2015-01-01 21:31:14,5.7927,429.68,21.338
2015-01-01 21:43:12,5.1804,432.69,20.958
2015-01-01 21:55:17,5.5229,431.57,21.75
2015-01-01 22:07:14,5.5814,432.91,20.007
2015-01-01 22:19:12,5.6239,430.09,20.403
2015-01-01 22:31:17,5.2381,433.78,19.824
2015-01-01 22:43:14,5.4345,429.58,21.729
2015-01-01 22:55:20,5.9371,427.35,18.75
2015-01-01 23:07:17,4.0518,427.69,19.289
2015-01-01 23:19:14,5.2499,426.35,23.109
