datetime,nH,vH,vthH
2006-01-01 00:08:55,4.2891,445.02,6.5324
2006-01-01 00:20:52,5.5127,446.75,7.4678
2006-01-01 00:32:58,6.7143,445.49,6.6894
2006-01-01 00:44:55,6.6064,443.55,4.4282
2006-01-01 00:57:01,3.991,445.01,6.0031
2006-01-01 01:08:58,5.009,442.96,2.514
2006-01-01 01:20:55,5.2041,443.01,2.5166
2006-01-01 01:33:01,5.2623,443.44,4.3054
2006-01-01 01:44:58,,,
2006-01-01 01:57:04,3.9082,443.92,5.112
2006-01-01 02:09:01,5.2312,444.61,5.9924
2006-01-01 02:21:07,2.9491,445.31,6.4273
2006-01-01 02:33:04,3.0364,449.47,8.5211
2006-01-01 02:45:01,2.5871,447.39,9.628
2006-01-01 02:57:07,3.7362,453.09,9.4507
2006-01-01 03:09:04,3.6897,447.72,10.612
2006-01-01 03:21:10,3.2749,444.59,7.0604
2006-01-01 03:33:07,2.849,447.62,11.115
2006-01-01 03:45:12,3.1871,443.21,8.064
2006-01-01 03:57:10,3.4098,444.37,9.7351
2006-01-01 04:09:07,2.8208,444.71,7.6671
2006-01-01 04:21:12,3.0439,446.75,10.861
2006-01-01 04:33:10,2.5551,450.76,12.095
2006-01-01 04:45:15,3.0562,454.64,13.452
2006-01-01 04:57:12,2.2469,440.07,19.141
2006-01-01 05:09:10,4.377,438.8,17.105
2006-01-01 05:21:15,2.7846,449.23,17.053
2006-01-01 05:33:12,3.53,444.83,17.47
2006-01-01 05:45:18,5.902,440.16,17.799
2006-01-01 05:57:15,4.0689,448.81,18.998
2006-01-01 06:09:21,2.9789,450.59,20.785
2006-01-01 06:21:18,3.1958,443.14,14.125
2006-01-01 06:33:15,3.716,438.64,12.594
2006-01-01 06:45:21,3.8245,445.81,13.238
2006-01-01 06:57:18,3.4848,434.71,13.091
2006-01-01 07:09:24,3.5073,443.85,12.82
2006-01-01 07:21:21,4.1582,438.81,15.139
2006-01-01 07:33:18,4.0009,445.63,12.334
2006-01-01 07:45:24,4.6102,446.71,12.23
2006-01-01 07:57:21,3.294,460.41,12.685
2006-01-01 08:09:27,3.688,461.41,11.181
2006-01-01 08:21:24,6.7119,447.41,16.989
2006-01-01 08:33:30,6.1259,456.32,14.887
2006-01-01 08:45:27,4.8952,456.6,16.812
2006-01-01 08:57:33,5.3138,450.49,19.271
2006-01-01 09:09:30,5.5655,450.75,20.841
2006-01-01 09:21:27,8.9195,449.2,17.709
2006-01-01 09:33:33,7.9981,451.0,17.263
2006-01-01 09:45:30,8.0618,451.24,20.25
2006-01-01 09:57:36,7.2433,451.45,19.011
2006-01-01 10:09:33,6.5316,439.71,20.977
2006-01-01 10:21:30,7.2374,445.87,22.152
2006-01-01 10:33:36,8.0787,447.42,22.838
2006-01-01 10:45:33,6.7498,438.14,23.962
2006-01-01 10:57:38,5.9839,437.02,22.701
2006-01-01 11:09:36,6.454,441.36,26.032
2006-01-01 11:21:41,6.7938,470.14,18.403
2006-01-01 11:33:38,8.0496,451.28,23.046
2006-01-01 11:45:36,7.3409,458.37,18.965
2006-01-01 11:57:41,8.1835,442.32,24.763
2006-01-01 12:09:38,6.7329,440.22,24.261
2006-01-01 12:21:44,5.8309,441.63,31.402
2006-01-01 12:33:41,5.6571,453.19,27.721
2006-01-01 12:45:38,5.2258,435.21,29.097
2006-01-01 12:57:44,4.6441,428.51,26.451
2006-01-01 13:09:41,5.1581,440.72,27.027
2006-01-01 13:21:47,4.7206,438.52,26.135
2006-01-01 13:33:44,12.273,484.41,31.751
2006-01-01 13:45:50,10.28,512.16,32.176
2006-01-01 13:57:47,11.727,513.64,30.883
2006-01-01 14:09:53,7.4673,461.35,27.228
2006-01-01 14:21:50,10.365,473.78,35.398
2006-01-01 14:33:47,11.051,486.21,34.671
2006-01-01 14:45:53,13.296,487.06,35.333
2006-01-01 14:57:50,10.968,494.72,33.021
2006-01-01 15:09:56,10.67,484.46,29.536
2006-01-01 15:21:53,13.452,488.39,35.223
2006-01-01 15:33:50,11.267,467.04,37.263
2006-01-01 15:45:56,11.742,483.59,36.317
2006-01-01 15:57:53,14.325,491.48,34.833
2006-01-01 16:09:59,11.32,486.32,38.097
2006-01-01 16:21:56,11.682,496.56,36.081
2006-01-01 16:34:01,14.327,487.27,43.58
2006-01-01 16:45:59,20.145,497.79,32.544
2006-01-01 16:57:56,11.065,477.2,36.094
2006-01-01 17:10:01,9.3604,473.94,30.959
2006-01-01 17:21:59,9.5232,475.2,35.287
2006-01-01 17:34:04,10.167,470.02,34.878
2006-01-01 17:46:01,9.4016,470.75,30.233
2006-01-01 17:58:07,16.819,484.19,50.614
2006-01-01 18:10:04,13.605,470.48,35.835
2006-01-01 18:22:01,19.692,469.33,33.61
2006-01-01 18:34:07,15.039,474.14,36.473
2006-01-01 18:46:04,17.097,472.28,39.017
2006-01-01 18:58:10,15.876,455.4,29.751
