datetime,nH,vH,vthH
1999-01-01 00:04:19,7.5178,407.92,27.139
1999-01-01 00:16:24,7.3677,411.88,25.658
1999-01-01 00:28:39,7.2762,415.05,29.65
1999-01-01 00:40:45,8.1121,421.1,28.529
1999-01-01 00:52:59,1.1436,472.14,9.2006
1999-01-01 01:05:05,8.5747,389.73,32.489
1999-01-01 01:17:11,8.2425,389.18,32.683
1999-01-01 01:29:25,6.2915,413.44,28.952
1999-01-01 01:41:31,8.769,408.7,30.011
1999-01-01 01:53:45,8.3189,438.69,24.714
1999-01-01 02:05:51,8.8748,424.09,23.775
1999-01-01 02:17:57,3.8211,402.57,30.395
1999-01-01 02:30:11,8.8468,401.7,39.72
1999-01-01 02:42:17,8.6064,394.28,36.5
1999-01-01 02:54:31,8.3407,404.53,29.609
1999-01-01 03:06:37,8.9448,404.81,29.361
1999-01-01 03:18:43,6.5447,426.44,33.673
1999-01-01 03:30:57,12.547,408.79,33.549
1999-01-01 03:43:03,7.3528,402.36,33.187
1999-01-01 03:55:17,9.9462,400.62,36.826
1999-01-01 04:07:23,8.801,406.94,31.575
1999-01-01 04:19:29,11.197,413.29,31.532
1999-01-01 04:31:43,10.403,423.38,28.14
1999-01-01 04:43:49,12.573,435.62,33.407
1999-01-01 04:56:03,10.919,408.98,32.129
1999-01-01 05:08:09,11.573,404.13,33.855
1999-01-01 05:20:15,11.926,424.99,34.541
1999-01-01 05:32:29,8.367,409.21,29.286
1999-01-01 05:44:35,9.9437,442.9,28.231
1999-01-01 05:56:49,11.657,420.97,29.52
1999-01-01 06:08:55,5.7846,428.13,31.176
1999-01-01 06:21:01,8.5105,424.28,29.588
1999-01-01 06:33:15,7.8816,398.54,21.993
1999-01-01 06:45:21,10.232,442.92,29.114
1999-01-01 06:57:36,13.938,431.03,33.516
1999-01-01 07:09:41,11.684,421.43,33.133
1999-01-01 07:21:47,7.9143,428.12,30.323
1999-01-01 07:34:01,11.147,424.97,33.075
1999-01-01 07:46:07,11.133,425.24,31.759
1999-01-01 07:58:22,9.0249,430.31,39.257
1999-01-01 08:10:27,10.79,441.6,30.006
1999-01-01 08:22:33,11.556,436.38,29.282
1999-01-01 08:34:48,11.024,427.52,31.046
1999-01-01 08:46:53,10.29,428.47,33.15
1999-01-01 08:59:08,10.313,421.57,30.962
1999-01-01 09:11:13,10.611,422.22,35.002
1999-01-01 09:23:19,10.875,417.59,30.707
1999-01-01 09:35:34,10.112,431.22,31.523
1999-01-01 09:47:39,8.9139,421.66,30.585
1999-01-01 09:59:54,9.2571,423.03,28.257
1999-01-01 10:12:00,9.8129,423.76,29.724
1999-01-01 10:24:05,8.7953,429.67,26.233
1999-01-01 10:36:20,9.7815,443.82,27.849
1999-01-01 10:48:25,10.015,420.2,29.974
1999-01-01 11:00:40,10.133,423.49,29.064
1999-01-01 11:12:46,9.1694,428.18,26.817
1999-01-01 11:24:51,8.6919,437.34,29.114
1999-01-01 11:37:06,10.246,445.55,29.073
1999-01-01 11:49:12,10.347,442.55,26.629
1999-01-01 12:01:26,7.7143,440.82,28.961
1999-01-01 12:13:32,9.1071,446.97,30.289
1999-01-01 12:25:37,9.3607,439.04,31.668
1999-01-01 12:37:52,10.16,458.34,31.147
1999-01-01 12:49:58,8.0601,426.93,30.098
1999-01-01 13:02:12,13.05,421.29,32.87
1999-01-01 13:14:18,9.4397,437.67,26.313
1999-01-01 13:26:24,11.866,420.72,35.362
1999-01-01 13:38:38,9.7267,417.55,33.455
1999-01-01 13:50:44,8.46,428.11,34.488
1999-01-01 14:02:58,8.5022,435.06,32.693
1999-01-01 14:15:04,9.6073,421.88,31.857
1999-01-01 14:27:10,8.7552,460.67,28.217
1999-01-01 14:39:24,10.089,453.17,28.746
1999-01-01 14:51:30,7.4764,450.71,31.01
1999-01-01 15:03:44,10.948,444.39,28.743
1999-01-01 15:15:50,9.0239,451.05,29.414
1999-01-01 15:27:56,7.9696,422.89,29.382
1999-01-01 15:40:10,11.973,445.52,27.619
1999-01-01 15:52:16,12.284,430.58,26.195
1999-01-01 16:04:30,6.2188,460.97,26.138
1999-01-01 16:16:36,8.7216,456.84,26.658
1999-01-01 16:28:42,9.0154,441.99,25.755
1999-01-01 16:40:56,10.889,438.27,28.798
1999-01-01 16:53:02,9.1034,421.48,25.915
1999-01-01 17:05:16,7.527,428.02,25.023
1999-01-01 17:17:22,10.51,427.76,27.771
1999-01-01 17:29:28,8.796,411.59,26.05
1999-01-01 17:41:42,9.0093,404.24,22.839
1999-01-01 17:53:48,12.434,432.14,32.409
1999-01-01 18:06:02,10.028,431.08,24.861
1999-01-01 18:18:08,13.062,411.73,27.696
1999-01-01 18:30:14,7.3417,386.05,28.783
1999-01-01 18:42:28,8.8018,390.11,36.049
1999-01-01 18:54:34,7.3696,392.85,33.981
1999-01-01 19:06:48,10.932,407.44,27.602
1999-01-01 19:18:46,,,
1999-01-01 19:31:09,10.068,411.81,31.178
1999-01-01 19:43:14,9.719,415.61,26.489
1999-01-01 19:55:20,7.7161,420.1,27.487
1999-01-01 20:07:35,8.1837,431.9,24.892
1999-01-01 20:19:40,6.8552,429.37,16.868
1999-01-01 20:31:55,9.3566,415.79,24.243
1999-01-01 20:44:00,9.5585,408.49,26.026
1999-01-01 20:56:06,7.3149,397.37,28.384
1999-01-01 21:08:21,8.3746,388.54,33.387
1999-01-01 21:20:26,8.6354,387.94,30.064
1999-01-01 21:32:41,8.0712,382.66,30.215
1999-01-01 21:44:47,7.1414,392.99,27.118
1999-01-01 21:56:52,7.0182,382.21,31.872
1999-01-01 22:09:07,6.317,403.57,23.082
1999-01-01 22:21:12,9.3847,419.5,25.716
1999-01-01 22:33:18,8.0132,405.37,25.496
1999-01-01 22:45:33,8.9412,416.02,23.812
1999-01-01 22:57:38,11.529,431.51,30.63
1999-01-01 23:09:53,7.9169,403.83,26.216
1999-01-01 23:21:59,5.8313,391.36,29.334
1999-01-01 23:34:04,9.146,433.2,26.089
1999-01-01 23:46:19,9.5666,433.76,25.033
1999-01-01 23:58:24,9.749,411.82,25.907
1999-01-02 00:10:39,7.4209,406.85,26.089
1999-01-02 00:22:45,6.6666,392.41,28.057
1999-01-02 00:34:50,9.419,421.11,25.533
1999-01-02 00:47:05,8.9055,424.57,25.216
1999-01-02 00:59:11,8.8872,429.73,25.25
1999-01-02 01:11:25,9.0658,407.78,26.718
1999-01-02 01:23:31,9.4679,404.12,25.83
1999-01-02 01:35:45,9.2659,401.97,26.659
1999-01-02 01:47:51,7.3331,405.81,25.491
1999-01-02 01:59:57,6.305,401.99,25.411
1999-01-02 02:12:11,6.799,415.58,23.958
1999-01-02 02:24:17,6.462,402.31,28.611
1999-01-02 02:36:31,6.7857,418.36,25.257
1999-01-02 02:48:37,9.1725,399.31,31.908
1999-01-02 03:00:43,8.1227,418.86,26.75
1999-01-02 03:12:57,7.0015,389.65,29.216
1999-01-02 03:24:54,,,
1999-01-02 03:37:17,6.8423,386.08,26.559
1999-01-02 03:49:23,7.1585,392.83,25.981
1999-01-02 04:01:29,7.7283,394.31,26.36
1999-01-02 04:13:43,4.4584,388.75,30.053
1999-01-02 04:25:49,7.2253,381.67,26.334
1999-01-02 04:38:03,7.5689,386.93,27.205
1999-01-02 04:50:09,8.0622,407.65,25.951
1999-01-02 05:02:15,8.7596,409.62,25.437
1999-01-02 05:14:29,8.4574,417.18,27.227
1999-01-02 05:26:35,7.9936,396.46,24.157
1999-01-02 05:38:49,5.4119,415.76,20.834
1999-01-02 05:50:55,7.7856,420.5,24.228
1999-01-02 06:03:01,8.0846,397.08,23.36
1999-01-02 06:15:15,8.2791,418.61,24.553
1999-01-02 06:27:21,7.9701,404.42,22.134
1999-01-02 06:39:36,7.0779,389.04,22.554
1999-01-02 06:51:41,3.0506,403.65,18.425
1999-01-02 07:03:47,6.9167,396.85,23.216
1999-01-02 07:16:01,6.0507,402.02,20.671
1999-01-02 07:28:07,6.2961,404.74,19.8
1999-01-02 07:40:22,8.1324,399.78,22.828
1999-01-02 07:52:27,6.75,418.0,20.962
1999-01-02 08:04:33,4.8221,398.12,26.049
1999-01-02 08:16:48,7.646,423.44,24.743
1999-01-02 08:28:53,7.858,394.19,22.655
1999-01-02 08:40:50,,,
1999-01-02 08:53:13,6.6103,389.92,24.724
1999-01-02 09:05:19,8.3905,390.57,29.513
1999-01-02 09:17:34,8.0916,394.46,27.031
1999-01-02 09:29:39,7.3866,386.84,25.843
1999-01-02 09:41:54,7.3558,384.76,28.724
1999-01-02 09:54:00,5.9489,384.0,26.683
1999-01-02 10:06:05,6.7389,379.07,28.019
1999-01-02 10:18:20,3.9834,382.04,28.819
1999-01-02 10:30:25,6.7884,398.88,24.205
1999-01-02 10:42:40,6.5505,389.43,31.425
1999-01-02 10:54:46,7.3996,389.46,29.14
1999-01-02 11:06:51,7.1321,394.84,27.25
1999-01-02 11:19:06,7.0101,392.15,30.435
1999-01-02 11:31:12,8.987,403.57,25.459
1999-01-02 11:43:26,8.0911,390.69,30.274
1999-01-02 11:55:32,7.17,401.79,24.786
1999-01-02 12:07:29,,,
1999-01-02 12:19:52,6.4228,388.25,30.253
1999-01-02 12:31:58,6.3796,399.15,25.944
1999-01-02 12:44:12,6.7498,382.96,30.637
1999-01-02 12:56:18,7.3877,378.7,32.138
1999-01-02 13:08:24,5.8581,387.27,29.946
1999-01-02 13:20:38,9.6654,387.54,25.292
1999-01-02 13:32:44,7.4031,390.48,27.002
1999-01-02 13:44:58,4.6151,386.18,26.166
1999-01-02 13:57:04,7.3962,393.86,21.857
1999-01-02 14:09:10,6.1938,397.48,24.651
1999-01-02 14:21:24,7.9166,391.03,24.428
1999-01-02 14:33:30,7.3017,398.49,21.947
1999-01-02 14:45:44,7.3035,405.32,23.401
1999-01-02 14:57:50,5.1905,387.46,35.419
1999-01-02 15:10:04,5.6618,389.62,26.305
1999-01-02 15:22:10,6.0931,390.3,24.692
1999-01-02 15:34:16,3.7393,389.84,24.867
1999-01-02 15:46:30,6.4071,384.72,27.252
1999-01-02 15:58:36,6.6788,380.62,28.319
1999-01-02 16:10:50,6.3699,377.78,29.101
1999-01-02 16:22:56,7.1557,383.81,23.284
1999-01-02 16:35:02,5.0925,373.46,30.999
1999-01-02 16:47:16,5.7444,375.02,27.403
1999-01-02 16:59:22,5.5329,383.52,39.427
1999-01-02 17:11:36,6.0673,374.07,30.559
1999-01-02 17:23:42,5.1067,363.68,17.841
1999-01-02 17:35:48,6.8659,379.87,24.385
1999-01-02 17:48:02,6.2076,374.54,27.287
1999-01-02 18:00:08,2.3685,363.47,9.3852
1999-01-02 18:12:23,6.0788,384.6,22.746
1999-01-02 18:24:28,6.6379,385.62,23.421
1999-01-02 18:36:34,6.5951,405.69,17.306
1999-01-02 18:48:48,6.8206,391.87,23.636
1999-01-02 19:00:54,5.8963,386.74,23.944
1999-01-02 19:13:09,5.2261,424.6,21.488
1999-01-02 19:25:14,6.8612,387.02,21.458
1999-01-02 19:37:20,7.0664,402.78,18.296
1999-01-02 19:49:35,6.4374,396.39,19.37
1999-01-02 20:01:40,6.6329,405.04,17.38
1999-01-02 20:13:55,8.4118,406.25,18.218
1999-01-02 20:26:00,6.2263,373.3,24.291
1999-01-02 20:38:06,6.1888,382.0,19.839
1999-01-02 20:50:21,6.1259,376.47,21.15
1999-01-02 21:02:26,7.4107,375.03,21.78
1999-01-02 21:14:41,5.621,386.26,19.875
1999-01-02 21:26:47,5.8281,381.84,23.975
1999-01-02 21:38:52,5.9212,385.94,20.757
1999-01-02 21:51:07,3.4531,385.9,21.968
1999-01-02 22:03:12,7.6811,369.84,21.455
1999-01-02 22:15:27,7.9614,384.72,21.863
1999-01-02 22:27:33,7.4271,379.98,21.692
1999-01-02 22:39:38,5.7874,372.01,24.401
1999-01-02 22:51:53,6.5556,373.62,23.805
1999-01-02 23:03:59,6.9149,408.63,19.865
1999-01-02 23:16:13,6.7554,391.95,22.285
1999-01-02 23:28:19,6.0361,364.82,21.368
1999-01-02 23:40:24,7.1695,386.56,21.252
1999-01-02 23:52:39,7.3558,391.7,16.311
1999-01-03 00:04:45,4.9187,387.13,20.925
1999-01-03 00:16:59,6.9704,378.25,19.438
1999-01-03 00:29:05,6.0211,374.18,20.931
1999-01-03 00:41:11,7.0538,381.98,20.365
1999-01-03 00:53:25,7.7167,369.8,23.294
1999-01-03 01:05:31,6.5364,364.87,24.986
1999-01-03 01:17:45,5.8022,365.98,23.978
1999-01-03 01:29:51,6.638,371.61,20.167
1999-01-03 01:41:57,5.9005,366.76,21.843
1999-01-03 01:54:11,6.2977,364.38,21.447
1999-01-03 02:06:17,7.1164,359.48,24.093
1999-01-03 02:18:31,5.9721,386.79,20.472
1999-01-03 02:30:37,6.9862,357.18,24.953
1999-01-03 02:42:43,5.1234,359.66,27.699
1999-01-03 02:54:57,5.3482,353.24,23.131
1999-01-03 03:07:03,6.0506,356.68,21.852
1999-01-03 03:19:17,8.5491,360.14,22.734
1999-01-03 03:31:23,6.2002,355.69,21.759
1999-01-03 03:43:37,5.8842,357.42,19.122
1999-01-03 03:55:43,3.1895,385.31,18.053
1999-01-03 04:07:49,4.9882,361.36,23.629
1999-01-03 04:20:03,4.8275,367.8,20.995
1999-01-03 04:32:09,7.1281,362.9,21.259
1999-01-03 04:44:24,6.9142,348.42,24.762
1999-01-03 04:56:29,5.8095,352.79,23.828
1999-01-03 05:08:35,5.0635,351.13,25.851
1999-01-03 05:20:49,5.5505,352.53,22.856
1999-01-03 05:32:55,5.6856,355.71,20.989
1999-01-03 05:45:10,5.3921,351.44,22.762
1999-01-03 05:57:15,5.9289,347.66,26.432
1999-01-03 06:09:21,6.6377,351.27,23.455
1999-01-03 06:21:36,5.5923,349.6,22.365
1999-01-03 06:33:41,5.9466,350.86,24.925
1999-01-03 06:45:56,5.0798,343.63,24.9
1999-01-03 06:58:01,5.9109,357.03,20.689
1999-01-03 07:10:07,6.1562,360.03,17.765
1999-01-03 07:22:22,6.8708,355.91,19.793
1999-01-03 07:34:27,5.787,353.36,18.384
1999-01-03 07:46:42,3.9378,350.35,22.018
1999-01-03 07:58:48,5.3867,352.93,21.663
1999-01-03 08:10:53,6.3029,356.91,19.813
1999-01-03 08:23:08,5.94,355.74,19.317
1999-01-03 08:35:13,5.8409,354.66,18.425
1999-01-03 08:47:28,5.7801,364.55,15.383
1999-01-03 08:59:34,4.8403,367.43,16.182
1999-01-03 09:11:39,5.5967,361.08,16.333
1999-01-03 09:23:54,6.1383,349.49,18.485
1999-01-03 09:36:00,5.4359,364.05,17.669
1999-01-03 09:48:14,6.1075,348.18,23.219
1999-01-03 10:00:20,3.7293,343.62,19.855
1999-01-03 10:12:25,5.9035,345.61,18.665
1999-01-03 10:24:40,5.2938,343.18,19.256
1999-01-03 10:36:46,5.7928,343.56,18.811
1999-01-03 10:49:00,5.865,348.9,17.271
1999-01-03 11:01:06,4.7811,350.19,12.781
1999-01-03 11:13:12,6.2109,352.25,16.784
1999-01-03 11:25:26,6.4093,349.94,16.701
1999-01-03 11:37:32,4.6963,352.39,16.25
1999-01-03 11:49:46,5.4208,341.8,20.028
1999-01-03 12:01:52,5.0379,341.42,17.429
1999-01-03 12:13:58,5.2753,340.27,18.727
1999-01-03 12:26:12,5.493,343.02,17.295
1999-01-03 12:38:18,5.7799,346.19,15.209
