datetime,nH,vH,vthH
2023-01-01 00:14:24,2.7437,593.95,25.036
2023-01-01 00:26:29,3.0255,596.43,26.842
2023-01-01 00:38:35,2.7902,591.26,35.612
2023-01-01 00:50:49,2.862,584.39,37.052
2023-01-01 01:02:55,2.3281,584.59,38.873
2023-01-01 01:15:01,3.1364,569.25,36.75
2023-01-01 01:27:07,2.7631,595.28,35.629
2023-01-01 01:39:12,2.7261,594.38,30.986
2023-01-01 01:51:18,2.6931,562.06,35.936
2023-01-01 02:03:24,2.5992,563.31,35.341
2023-01-01 02:15:30,2.5975,560.82,36.148
2023-01-01 02:27:36,2.4512,556.28,35.877
2023-01-01 02:39:41,2.3944,563.29,36.791
2023-01-01 02:51:47,2.2702,584.18,31.622
2023-01-01 03:03:53,3.0697,574.76,34.83
2023-01-01 03:15:59,3.4068,578.34,30.551
2023-01-01 03:28:04,2.6517,586.25,27.153
2023-01-01 03:40:19,2.1418,579.09,31.129
2023-01-01 03:52:24,2.9893,555.68,30.569
2023-01-01 04:04:30,2.441,579.19,30.27
2023-01-01 04:16:36,2.6874,571.52,29.055
2023-01-01 04:28:42,3.005,568.87,29.12
2023-01-01 04:40:48,2.6029,558.6,33.102
2023-01-01 04:52:53,2.5073,565.92,29.917
2023-01-01 05:04:59,2.7987,560.69,32.401
2023-01-01 05:17:05,2.7948,553.42,29.992
2023-01-01 05:29:11,2.3383,556.37,30.821
2023-01-01 05:41:16,2.3326,546.83,30.503
2023-01-01 05:53:31,1.9828,549.1,31.56
2023-01-01 06:05:36,2.2466,583.94,28.855
2023-01-01 06:17:42,2.1656,547.3,32.206
2023-01-01 06:29:48,2.068,541.28,32.256
2023-01-01 06:41:54,1.6323,550.89,33.102
2023-01-01 06:54:00,2.4089,547.86,30.213
2023-01-01 07:06:05,2.2891,543.91,31.856
2023-01-01 07:18:11,2.1486,544.34,33.063
2023-01-01 07:30:17,2.9332,543.39,29.021
2023-01-01 07:42:23,4.4065,564.25,32.72
2023-01-01 07:54:28,2.327,539.88,29.821
2023-01-01 08:06:34,2.4219,537.44,29.162
2023-01-01 08:18:40,2.5338,537.0,31.824
2023-01-01 08:30:46,2.3515,543.9,31.712
2023-01-01 08:43:00,2.3518,566.53,30.915
2023-01-01 08:55:06,3.1544,577.7,31.589
2023-01-01 09:07:12,2.216,570.6,25.055
2023-01-01 09:19:17,2.2008,522.68,26.623
2023-01-01 09:31:23,2.6063,535.12,27.287
2023-01-01 09:43:29,2.1209,530.95,25.894
2023-01-01 09:55:35,2.0247,520.98,23.231
2023-01-01 10:07:40,2.7016,538.27,24.979
2023-01-01 10:19:46,2.1163,530.84,27.064
2023-01-01 10:31:52,2.0319,528.18,20.872
2023-01-01 10:43:58,2.1547,532.66,29.988
2023-01-01 10:56:03,2.4903,529.49,29.361
2023-01-01 11:08:18,1.9073,529.68,31.304
2023-01-01 11:20:24,2.3149,542.22,30.118
2023-01-01 11:32:29,2.5089,524.86,28.897
2023-01-01 11:44:35,2.3892,523.2,29.076
2023-01-01 11:56:41,2.293,522.38,30.407
2023-01-01 12:08:47,2.4736,524.88,30.315
2023-01-01 12:20:52,2.5705,522.09,30.96
2023-01-01 12:32:58,3.2106,544.5,28.083
2023-01-01 12:45:04,3.1099,555.39,27.097
2023-01-01 12:57:10,3.3389,538.96,30.811
2023-01-01 13:09:15,3.8297,543.93,30.517
2023-01-01 13:21:21,2.551,518.14,30.525
2023-01-01 13:33:27,2.3137,523.11,27.982
2023-01-01 13:45:41,2.8977,544.87,29.148
2023-01-01 13:57:47,2.745,535.45,28.283
2023-01-01 14:09:53,2.5085,516.7,27.117
2023-01-01 14:21:59,2.9252,537.21,28.402
2023-01-01 14:34:04,3.3487,546.6,32.506
2023-01-01 14:46:10,2.5845,535.66,27.669
2023-01-01 14:58:16,3.5197,511.24,29.447
2023-01-01 15:10:22,2.4892,499.12,30.842
2023-01-01 15:22:27,1.7532,514.03,29.187
2023-01-01 15:34:33,2.4883,501.85,29.813
2023-01-01 15:46:39,2.0911,499.34,33.571
2023-01-01 15:58:45,2.6328,502.13,29.805
2023-01-01 16:10:50,2.6655,502.56,30.542
2023-01-01 16:23:05,2.7766,508.89,27.962
2023-01-01 16:35:11,1.8587,483.72,16.534
2023-01-01 16:47:16,3.0352,513.33,35.63
2023-01-01 16:59:22,2.8369,511.44,36.103
2023-01-01 17:11:28,2.5502,536.01,31.675
2023-01-01 17:23:34,2.6613,498.4,35.176
2023-01-01 17:35:39,2.6883,528.38,31.967
2023-01-01 17:47:45,2.6739,514.52,31.247
2023-01-01 17:59:51,2.3043,514.39,28.701
2023-01-01 18:11:57,2.8368,508.81,31.721
2023-01-01 18:24:02,2.461,514.76,32.235
2023-01-01 18:36:17,2.749,530.72,28.272
2023-01-01 18:48:23,2.7161,509.63,29.142
2023-01-01 19:00:28,2.5337,490.26,32.758
2023-01-01 19:12:34,2.7541,520.78,28.987
2023-01-01 19:24:40,2.7589,511.22,27.921
2023-01-01 19:36:46,2.2169,533.72,25.591
2023-01-01 19:48:51,2.5943,519.75,28.633
2023-01-01 20:00:57,2.5601,531.35,32.465
2023-01-01 20:13:03,2.9286,503.42,30.485
2023-01-01 20:25:09,2.7384,486.72,34.755
2023-01-01 20:37:14,2.654,490.49,34.219
2023-01-01 20:49:20,2.6765,487.25,34.585
2023-01-01 21:01:26,2.3893,483.73,36.037
2023-01-01 21:13:32,2.3729,483.07,34.86
2023-01-01 21:25:46,2.1411,489.58,36.978
2023-01-01 21:37:52,2.3401,486.21,32.429
2023-01-01 21:49:58,2.2835,492.92,34.011
2023-01-01 22:02:03,2.3975,499.98,32.225
2023-01-01 22:14:09,2.4638,508.83,29.733
2023-01-01 22:26:15,2.4214,496.71,33.215
2023-01-01 22:38:21,2.2367,493.84,34.848
2023-01-01 22:50:26,1.9898,471.95,34.77
2023-01-01 23:02:32,2.7258,512.95,34.358
2023-01-01 23:14:38,2.3994,501.29,28.391
2023-01-01 23:26:44,2.6034,507.63,28.93
2023-01-01 23:38:49,2.8053,503.28,30.317
2023-01-01 23:50:55,2.2082,500.91,34.352
2023-01-02 00:03:10,2.5039,483.52,29.067
2023-01-02 00:15:15,2.5584,479.54,29.384
2023-01-02 00:27:21,2.1334,480.21,30.467
2023-01-02 00:39:27,2.5769,510.66,28.843
2023-01-02 00:51:33,2.5213,523.4,26.294
2023-01-02 01:03:38,2.484,486.14,29.168
2023-01-02 01:15:44,2.6555,489.58,27.613
2023-01-02 01:27:50,3.0131,491.71,29.355
2023-01-02 01:39:56,3.1633,491.6,28.516
2023-01-02 01:52:01,2.8482,497.12,28.408
2023-01-02 02:04:07,2.3784,479.02,29.684
2023-01-02 02:16:13,2.3455,476.89,28.801
2023-01-02 02:28:27,2.6805,487.88,24.956
2023-01-02 02:40:33,1.8667,471.81,31.172
2023-01-02 02:52:39,2.1519,471.19,27.825
2023-01-02 03:04:45,2.2309,474.96,26.372
2023-01-02 03:16:50,2.7072,494.84,24.196
2023-01-02 03:28:56,2.7971,494.47,24.091
2023-01-02 03:41:02,2.2347,519.27,24.157
2023-01-02 03:53:08,2.3159,499.97,20.357
2023-01-02 04:05:13,2.4997,490.27,24.519
2023-01-02 04:17:19,2.251,480.03,28.565
2023-01-02 04:29:25,2.5598,481.25,29.323
2023-01-02 04:41:31,1.9697,467.78,28.167
2023-01-02 04:53:36,1.8875,472.57,27.423
2023-01-02 05:05:51,2.1871,472.07,27.823
2023-01-02 05:17:57,2.4881,475.27,26.308
2023-01-02 05:30:02,2.1527,473.76,24.232
2023-01-02 05:42:08,2.5101,476.09,25.563
2023-01-02 05:54:14,2.2622,471.28,26.222
2023-01-02 06:06:20,2.1883,486.65,23.681
2023-01-02 06:18:25,1.9776,474.28,24.448
2023-01-02 06:30:31,2.1556,469.07,21.665
2023-01-02 06:42:37,2.2283,472.14,23.862
2023-01-02 06:54:43,1.979,468.24,24.708
2023-01-02 07:06:48,1.7105,463.75,25.148
2023-01-02 07:18:54,2.0058,475.24,22.66
2023-01-02 07:31:09,1.9016,468.93,24.367
2023-01-02 07:43:14,1.8826,468.34,25.007
2023-01-02 07:55:20,1.9558,466.57,23.322
2023-01-02 08:07:26,1.9796,467.01,25.174
2023-01-02 08:19:32,2.0616,470.86,31.915
2023-01-02 08:31:37,2.0801,467.3,29.028
2023-01-02 08:43:43,2.2652,474.28,24.973
2023-01-02 08:55:49,2.0003,477.11,26.556
2023-01-02 09:07:55,2.4243,468.95,28.502
2023-01-02 09:20:00,2.6462,480.02,27.344
2023-01-02 09:32:06,2.9033,465.01,30.066
2023-01-02 09:44:12,2.7967,467.39,26.085
2023-01-02 09:56:18,3.0666,472.24,24.515
2023-01-02 10:08:32,2.7083,479.88,24.003
2023-01-02 10:20:38,3.0184,468.87,26.312
2023-01-02 10:32:44,3.0444,454.69,26.456
2023-01-02 10:44:49,2.9,450.39,24.577
2023-01-02 10:56:55,2.9521,444.59,26.491
2023-01-02 11:09:01,2.7809,446.34,27.077
2023-01-02 11:21:07,2.7319,452.93,23.01
2023-01-02 11:33:12,3.0404,448.39,21.626
2023-01-02 11:45:18,2.8706,454.36,22.239
2023-01-02 11:57:24,2.6763,451.44,20.601
2023-01-02 12:09:30,2.9057,451.59,20.286
2023-01-02 12:21:36,3.0077,452.43,19.906
2023-01-02 12:33:41,3.227,448.2,21.906
2023-01-02 12:45:56,3.6596,448.78,22.378
2023-01-02 12:58:01,3.8603,448.08,22.686
2023-01-02 13:10:07,3.9294,451.94,24.542
2023-01-02 13:22:13,3.2836,448.11,18.599
2023-01-02 13:34:19,3.2431,447.88,19.056
2023-01-02 13:46:24,3.282,438.16,20.625
2023-01-02 13:58:30,2.9357,442.8,20.479
2023-01-02 14:10:36,3.2824,442.69,21.826
2023-01-02 14:22:42,2.8492,437.35,19.52
2023-01-02 14:34:48,2.8437,439.3,18.244
2023-01-02 14:46:53,3.09,433.89,20.019
2023-01-02 14:59:08,3.1367,440.66,26.364
2023-01-02 15:11:13,3.1782,423.86,24.699
2023-01-02 15:23:19,3.8263,424.32,24.575
2023-01-02 15:35:25,3.5772,416.74,25.096
2023-01-02 15:47:31,3.4925,418.61,26.681
2023-01-02 15:59:36,3.615,416.66,22.531
2023-01-02 16:11:42,3.5192,406.23,24.114
2023-01-02 16:23:48,3.6353,402.91,23.042
2023-01-02 16:35:54,3.6889,402.26,24.461
2023-01-02 16:48:00,3.8572,403.94,23.151
2023-01-02 17:00:05,4.3413,412.95,20.796
2023-01-02 17:12:11,4.8144,405.54,20.814
2023-01-02 17:24:17,4.2051,410.84,19.167
